id,MW,cLogP,HBD,HBA,RotB,charge
CHEMBL138363,384.2370000000001,4.045500000000002,2,5,4,0
CHEMBL93464,383.2490000000001,4.650500000000003,2,4,4,0
CHEMBL31965,485.9470000000004,4.391500000000003,2,7,9,0
CHEMBL344486,441.2850000000001,4.193700000000002,2,6,6,0
CHEMBL138940,513.9610000000004,2.894100000000001,3,8,9,0
CHEMBL344177,404.6550000000001,4.2219000000000015,2,5,4,0
CHEMBL136178,411.25900000000007,4.2196000000000025,2,5,5,0
CHEMBL136511,405.2770000000001,4.0211000000000015,2,5,5,0
CHEMBL136102,512.412,3.117800000000001,2,7,9,0
CHEMBL336264,391.25000000000006,3.448100000000002,1,6,4,0
CHEMBL95774,509.96900000000045,4.868180000000005,2,7,9,0
CHEMBL335440,409.2650000000001,2.2969,2,7,5,0
CHEMBL320705,427.2910000000001,5.054500000000003,1,6,4,0
CHEMBL92086,383.249,4.650500000000003,2,4,4,0
CHEMBL334801,498.3850000000001,3.0935000000000006,3,7,9,0
CHEMBL434828,446.3080000000001,5.182800000000003,2,5,5,0
CHEMBL51659,370.21000000000004,3.655400000000002,2,5,4,0
CHEMBL135142,437.21900000000016,5.192900000000002,2,4,4,0
CHEMBL343722,381.23300000000006,4.415500000000002,2,4,4,0
CHEMBL140561,498.38100000000014,4.125500000000002,2,7,9,0
CHEMBL345077,375.25100000000003,3.782000000000002,1,5,4,0
CHEMBL139044,396.24800000000005,4.2116000000000025,2,5,5,0
CHEMBL139095,406.2650000000001,3.416100000000001,2,6,5,0
CHEMBL113070,483.3550000000003,5.453200000000004,2,6,7,0
CHEMBL134371,413.2310000000001,3.715200000000001,3,5,5,0
CHEMBL342828,521.3790000000002,3.428600000000001,3,8,9,0
CHEMBL345109,497.3970000000001,3.698500000000001,3,6,9,0
CHEMBL607707,467.9320000000002,5.097580000000004,2,6,8,0
CHEMBL14932,343.386,4.658000000000003,2,5,5,0
CHEMBL38199,453.34400000000034,3.817800000000002,1,7,5,0
CHEMBL553,393.4430000000002,3.405100000000002,1,7,10,0
CHEMBL939,446.9100000000004,4.275600000000003,1,7,8,0
CHEMBL29197,360.2110000000001,4.153100000000003,1,5,4,0
CHEMBL287007,396.2920000000001,4.6788000000000025,2,4,4,0
CHEMBL15346,520.6550000000002,4.745600000000003,2,8,14,0
CHEMBL15202,357.41300000000007,4.961000000000003,1,5,6,0
CHEMBL554,581.0690000000002,6.139100000000005,2,8,11,0
CHEMBL36819,398.2200000000001,3.5702000000000016,2,6,4,0
CHEMBL40130,452.35600000000034,4.422800000000003,1,6,5,0
CHEMBL14627,510.5160000000002,5.789900000000005,2,6,11,0
CHEMBL290096,300.15900000000005,4.135900000000001,1,3,2,0
CHEMBL460731,466.96600000000007,3.959100000000002,2,7,11,0
CHEMBL37543,414.26300000000015,2.8388,3,7,5,0
CHEMBL287289,424.3460000000001,5.042300000000004,1,5,6,0
CHEMBL514436,573.0900000000001,5.5381000000000045,2,8,14,0
CHEMBL39320,354.21100000000007,4.022600000000002,1,5,2,0
CHEMBL289162,397.2320000000001,4.175200000000002,2,5,4,0
CHEMBL37373,410.3190000000001,4.652200000000003,1,5,5,0
CHEMBL39715,454.32800000000015,4.222000000000002,2,6,6,0
CHEMBL289213,440.3010000000001,4.133600000000002,3,5,6,0
CHEMBL517907,438.5530000000002,3.1479000000000017,2,7,11,0
CHEMBL460732,554.6940000000002,3.9994000000000023,2,9,13,0
CHEMBL540701,383.4510000000001,5.517200000000004,1,5,8,0
CHEMBL287832,411.30700000000013,4.047200000000002,1,6,5,0
CHEMBL39337,340.184,4.012200000000001,2,4,2,0
CHEMBL40734,339.196,4.617200000000001,2,3,2,0
CHEMBL39811,453.38800000000015,4.6106000000000025,2,5,7,0
CHEMBL36727,353.22300000000007,4.627600000000002,1,4,2,0
CHEMBL39355,467.3710000000004,4.207900000000002,1,7,6,0
CHEMBL493428,562.6710000000002,4.703700000000003,2,9,13,0
CHEMBL416611,413.2750000000001,3.4438000000000013,3,6,5,0
CHEMBL36967,438.3290000000003,4.4494000000000025,2,5,4,0
CHEMBL36164,456.3440000000001,3.4038000000000004,4,6,8,0
CHEMBL160846,566.1080000000003,6.185800000000005,2,9,10,0
CHEMBL422347,531.6630000000002,5.532400000000004,2,9,10,0
CHEMBL160303,555.6890000000003,5.351400000000004,2,10,9,0
CHEMBL132348,524.5770000000002,4.1510000000000025,2,7,4,0
CHEMBL335648,495.6030000000003,4.840800000000004,1,5,2,1
