id,MW,cLogP,HBD,HBA,RotB,charge
ZINCh800000erQlP,254.40299999999993,0.2235000000000007,2,3,5,0
ZINCh800000erQlT,231.303,0.20739999999999958,2,3,5,0
ZINCh800000erQmf,238.28699999999992,0.21060000000000012,1,3,2,0
ZINCh800000erQmM,257.311,0.2652000000000001,0,4,2,0
ZINCh800000erQoU,259.32699999999994,0.2707999999999997,1,4,6,0
ZINCh800000erQpR,238.331,0.2649999999999997,3,3,6,0
ZINCh800000erQsv,234.25499999999994,0.2751999999999999,1,3,3,0
ZINCh800000erQsD,241.33099999999993,0.28189999999999943,3,4,8,0
ZINCh800000erQsV,240.30299999999997,0.23889999999999995,3,4,7,0
ZINCh800000erQvC,237.259,0.19979999999999953,2,5,6,0
ZINCh800000erQxs,260.359,0.2971000000000006,0,3,4,0
ZINCh800000erQxL,260.359,0.2971000000000006,0,3,5,0
ZINCh800000erQyh,252.33899999999997,0.2823000000000002,0,2,3,0
ZINCh800000erQAC,236.3149999999999,0.2366999999999997,1,3,4,0
ZINCh800000erQBE,234.29899999999998,0.2915999999999994,2,2,4,0
ZINCh800000erQCP,236.31499999999997,0.28300000000000036,2,3,5,0
ZINCh800000erQHX,237.29899999999995,0.2555999999999999,1,3,4,0
ZINCh800000erQQJ,238.28699999999998,0.21819999999999973,2,3,3,0
ZINCh800000erQX0,233.27099999999996,0.28749999999999926,3,3,3,0
ZINCh800000erQXG,254.35499999999996,0.24180000000000001,0,4,2,0
ZINCh800000erR1Z,238.28699999999998,0.20740000000000003,1,3,4,0
ZINCh800000erR3d,238.33099999999996,0.20399999999999996,2,3,4,0
ZINCh800000erR6h,237.30299999999997,0.2220000000000002,3,3,5,0
ZINCh800000erR7M,241.28699999999995,0.21699999999999986,2,4,4,0
ZINCh800000erR8p,232.287,0.22939999999999983,0,4,3,0
ZINCh800000erR8E,236.31499999999994,0.2366999999999997,1,3,5,0
ZINCh800000erR9Q,237.34699999999995,0.2477000000000003,3,3,6,0
ZINCh800000erRcd,234.25900000000001,-0.16160000000000035,3,3,4,0
ZINCh800000erRcA,232.28699999999998,0.2259999999999993,1,4,3,0
ZINCh800000erReD,258.343,0.27459999999999996,2,3,6,0
ZINCh800000erReG,240.30299999999997,0.23729999999999968,3,3,4,0
ZINCh800000erRia,241.33499999999998,0.22460000000000035,2,3,7,0
ZINCh800000erRj1,233.27099999999996,0.6573999999999995,2,4,3,0
ZINCh800000erRk6,243.20899999999997,0.2747999999999997,0,3,2,0
ZINCh800000erRk7,230.26700000000002,0.21909999999999963,1,3,3,0
ZINCh800000erRkP,260.359,0.20090000000000052,1,3,6,0
ZINCh800000erRsc,240.30299999999997,0.2608999999999997,3,3,7,0
ZINCh800000erRur,254.31500000000003,0.22869999999999996,1,4,2,0
ZINCh800000erRv0,231.25500000000002,0.2617999999999998,0,4,3,0
ZINCh800000erRyZ,232.23899999999998,0.2639999999999999,2,3,4,0
ZINCh800000erRCB,234.259,-0.29840000000000017,1,4,4,0
ZINCh800000erRFD,237.307,0.24309999999999993,1,5,4,0
ZINCh800000erRGC,255.34699999999995,0.29769999999999985,1,6,2,0
ZINCh800000erRIp,237.30699999999996,0.24309999999999987,1,5,4,0
ZINCh800000erRJq,325.22800000000007,0.24140000000000011,3,4,8,0
ZINCh800000erRNU,241.33499999999998,0.2689000000000002,2,3,4,0
ZINCh800000erRRu,243.3029999999999,0.23519999999999963,2,4,6,0
ZINCh800000erRST,240.30299999999994,0.21830000000000038,2,4,4,0
ZINCh800000erRT2,263.359,0.2065999999999999,1,4,7,0
ZINCh800000erRZn,243.3029999999999,0.23519999999999963,2,4,7,0
ZINCh800000erS0J,239.27099999999993,0.25839999999999974,1,4,4,0
ZINCh800000erS2h,243.30299999999997,0.23519999999999963,2,4,7,0
ZINCh800000erS4s,261.343,0.2245999999999999,0,4,4,0
ZINCh800000erS6u,260.721,0.22849999999999981,2,3,5,0
ZINCh800000erSak,263.338,0.21179999999999954,2,3,4,0
ZINCh800000erScX,238.26599999999996,0.20629999999999904,2,4,3,0
ZINCh800000erSfA,239.31899999999993,0.2366999999999997,2,3,5,0
ZINCh800000erSh6,235.33099999999996,0.24430000000000046,2,3,1,0
ZINCh800000erShT,251.25199999999995,0.2872999999999998,3,3,4,0
ZINCh800000erSiR,236.271,0.21780000000000005,1,3,3,0
ZINCh800000erSkB,233.27499999999995,0.2657999999999996,1,4,2,0
ZINCh800000erSlb,250.24499999999992,0.25830000000000014,3,3,5,0
ZINCh800000erSm6,261.34299999999996,0.2708999999999999,1,4,5,0
ZINCh800000erSo9,238.28699999999998,0.27549999999999963,2,3,3,0
ZINCh800000erSqc,241.28699999999995,0.26419999999999955,1,4,6,0
ZINCh800000erSrX,236.315,0.29049999999999987,2,3,3,0
ZINCh800000erSt4,240.303,0.23090000000000038,2,3,7,0
ZINCh800000erSu8,238.28699999999995,0.22150000000000014,1,3,5,0
ZINCh800000erSuo,246.213,0.20510000000000012,1,3,3,0
ZINCh800000erSBD,240.30299999999994,0.2199000000000002,2,3,8,0
ZINCh800000erSDq,238.28699999999992,0.22730000000000006,0,3,4,0
ZINCh800000erSEy,236.27099999999993,0.20858,1,4,3,0
ZINCh800000erSIQ,241.33499999999998,0.2674000000000003,3,3,6,0
ZINCh800000erSLf,245.319,0.21719999999999978,3,4,9,0
ZINCh800000erSP8,240.30699999999996,0.21440000000000115,2,2,4,0
ZINCh800000erSS9,259.375,0.24680000000000057,2,3,9,0
ZINCh800000erSSV,240.34699999999992,0.23530000000000034,2,4,6,0
ZINCh800000erST8,233.275,0.2961999999999997,2,6,5,0
ZINCh800000erSWM,255.34699999999998,0.22360000000000002,2,5,5,0
ZINCh800000erSZf,237.30700000000002,0.2508000000000002,2,5,7,0
ZINCh800000erT0v,237.34699999999995,0.21840000000000082,2,3,5,0
ZINCh800000erT0F,241.33499999999995,0.27049999999999996,2,3,5,0
ZINCh800000erT3s,261.34299999999996,0.27249999999999974,1,4,8,0
ZINCh800000erT4P,245.29799999999997,0.4299700000000002,3,3,6,0
ZINCh800000erT8a,258.34299999999996,0.2799999999999999,2,4,4,0
ZINCh800000erT9a,242.319,0.20189999999999958,3,3,8,0
ZINCh800000erTaa,237.30299999999997,0.27848000000000006,1,4,4,0
ZINCh800000erTcA,263.359,0.2528999999999997,2,4,8,0
ZINCh800000erTho,240.30299999999994,0.21990000000000026,2,3,6,0
ZINCh800000erTkv,263.359,0.26939999999999986,2,4,7,0
ZINCh800000erTmD,236.31899999999996,0.22820000000000085,2,4,6,0
ZINCh800000erTox,244.2909999999999,0.2852999999999995,2,4,4,0
ZINCh800000erTpC,260.359,0.2073000000000007,1,3,6,0
ZINCh800000erTpN,240.30299999999997,0.21830000000000038,2,3,5,0
ZINCh800000erTsu,242.31899999999996,0.20189999999999958,3,3,8,0
ZINCh800000erTyI,241.28699999999995,0.2515999999999996,1,4,4,0
ZINCh800000erTCk,240.30299999999997,0.21829999999999955,2,3,5,0
ZINCh800000erTCw,238.335,0.25210000000000093,3,2,6,0
ZINCh800000erTEl,241.33499999999998,0.21949999999999986,2,3,5,0
ZINCh800000erTNN,232.28299999999993,0.2695999999999996,1,2,2,0
ZINCh800000erTRD,252.29499999999996,0.25660000000000016,0,5,3,0
ZINCh800000erTRS,259.32699999999994,0.2707999999999995,1,4,4,0
ZINCh800000erTVF,239.22699999999998,0.2679,0,5,2,0
ZINCh800000erTWh,259.327,0.2134999999999998,1,4,4,0
ZINCh800000erTZN,249.2129999999999,0.27849999999999975,1,4,5,0
ZINCh800000erU0U,241.29099999999994,0.2183999999999997,2,3,2,0
ZINCh800000erU1f,240.3029999999999,0.2462000000000002,0,3,2,0
ZINCh800000erU1D,244.33499999999998,0.23550000000000076,2,3,6,0
ZINCh800000erU5P,242.31899999999996,0.22499999999999992,1,3,3,0
ZINCh800000erU5Z,242.31899999999996,0.22499999999999948,1,3,3,0
ZINCh800000erU7Y,235.28699999999998,0.22527999999999992,0,3,3,0
ZINCh800000erUdb,235.28699999999998,0.27318000000000003,1,3,4,0
ZINCh800000erUmK,240.303,0.22150000000000003,2,3,8,0
ZINCh800000erUsR,239.27499999999998,0.20009999999999972,1,4,5,0
ZINCh800000erUu7,240.30299999999997,0.2909000000000004,1,3,2,0
ZINCh800000erUvD,235.28699999999998,0.2731800000000002,1,3,2,0
ZINCh800000erUvH,243.35099999999997,0.2134000000000016,2,3,6,0
ZINCh800000erUwt,243.35099999999997,0.2150000000000014,2,3,7,0
ZINCh800000erUwu,243.35099999999997,0.2150000000000014,2,3,7,0
ZINCh800000erUyb,254.31500000000003,0.2771999999999999,1,5,2,0
ZINCh800000erUyN,235.287,0.27949999999999925,2,3,4,0
ZINCh800000erUAm,251.22899999999993,0.21599999999999958,2,4,6,0
ZINCh800000erUBI,242.319,0.2056000000000009,0,4,4,0
ZINCh800000erUBY,240.259,0.2205999999999999,1,5,4,0
ZINCh800000erUC9,258.299,0.23672000000000015,2,6,5,0
ZINCh800000erUCr,246.25899999999993,0.28669999999999973,0,6,4,0
ZINCh800000erUDi,258.343,0.29860000000000003,2,4,6,0
ZINCh800000erUHe,238.33099999999993,0.2518999999999997,3,3,4,0
ZINCh800000erUHq,237.34699999999995,0.2314000000000006,3,3,2,0
ZINCh800000erUKH,238.331,0.28679999999999956,3,3,5,0
ZINCh800000erUKX,238.291,0.2349999999999997,2,4,4,0
ZINCh800000erUNz,242.319,0.20350000000000035,3,3,6,0
ZINCh800000erUOU,239.31899999999993,0.25157999999999997,2,4,3,0
ZINCh800000erUWX,267.37,0.28750000000000053,3,3,7,0
ZINCh800000erUXw,238.29100000000003,0.2942999999999994,3,4,5,0
ZINCh800000erV1w,235.28699999999998,0.2386000000000006,2,4,2,0
ZINCh800000erV2e,256.375,0.2565000000000014,3,5,6,0
ZINCh800000erV2C,239.3189999999999,0.28477999999999914,3,4,4,0
ZINCh800000erV41,260.721,0.2763999999999998,3,3,5,0
ZINCh800000erV4g,305.172,0.2868,3,3,5,0
ZINCh800000erV5a,244.30999999999997,0.2112000000000001,3,3,4,0
ZINCh800000erV6z,241.37899999999993,0.25630000000000064,2,4,5,0
ZINCh800000erV9V,240.34699999999995,0.2101000000000004,2,4,3,0
ZINCh800000erVbc,245.25,0.27640000000000003,2,4,1,0
ZINCh800000erVgh,242.31899999999996,0.25190000000000073,1,3,5,0
ZINCh800000erVgo,239.31899999999993,0.21530000000000027,0,4,3,0
ZINCh800000erVhu,244.33499999999998,0.2817999999999996,3,3,5,0
ZINCh800000erVr9,245.31899999999996,0.26720000000000016,1,4,5,0
ZINCh800000erVvT,243.35099999999997,0.24820000000000164,3,3,6,0
ZINCh800000erVwg,244.33499999999998,0.28180000000000055,3,3,9,0
ZINCh800000erVAc,267.37,0.20480000000000032,1,3,6,0
ZINCh800000erVAv,248.25399999999996,0.22790000000000044,2,3,4,0
ZINCh800000erVCP,235.28699999999998,0.22527999999999992,0,3,2,0
ZINCh800000erVDc,237.30299999999997,0.22008000000000005,0,4,2,0
ZINCh800000erVJU,243.30699999999996,0.43607000000000024,3,4,6,0
ZINCh800000erVNy,271.285,0.2611999999999999,0,4,3,0
ZINCh800000erVOj,260.359,0.23050000000000043,2,4,3,0
ZINCh800000erVOu,263.35900000000004,0.2276999999999999,2,4,5,0
ZINCh800000erVOV,263.359,0.22929999999999973,2,4,5,0
ZINCh800000erVPE,260.359,0.22919999999999996,1,4,4,0
ZINCh800000erVTl,249.30499999999995,0.2959000000000005,2,3,4,0
ZINCh800000erVXf,237.347,0.22640000000000088,3,3,3,0
ZINCh800000erW3R,238.331,0.21370000000000006,2,3,2,0
ZINCh800000erWbr,270.30099999999993,0.22969999999999985,2,4,5,0
ZINCh800000erWd1,247.28899999999996,0.2271999999999999,3,3,3,0
ZINCh800000erWgy,236.27099999999993,0.2863000000000003,2,3,1,0
ZINCh800000erWhE,243.28199999999995,0.2512999999999992,2,2,3,0
ZINCh800000erWiU,235.28699999999995,0.26007999999999964,1,3,2,0
ZINCh800000erWkX,240.25899999999996,0.22059999999999974,1,5,3,0
ZINCh800000erWnk,241.37899999999993,0.2816000000000024,2,4,3,0
ZINCh800000erWnL,237.34699999999998,0.24110000000000104,3,3,3,0
ZINCh800000erWoW,237.34699999999995,0.29100000000000104,1,3,2,0
ZINCh800000erWsC,258.387,0.2644999999999998,1,4,3,0
ZINCh800000erWsP,242.31899999999993,0.20740000000000047,1,4,4,0
ZINCh800000erWwK,238.33099999999996,0.2615999999999997,3,3,3,0
ZINCh800000erWxw,248.27299999999994,0.25919999999999926,3,3,2,0
ZINCh800000erWy1,242.31899999999996,0.2769000000000002,1,5,4,0
ZINCh800000erWzg,238.28699999999995,0.2884799999999999,1,4,2,0
ZINCh800000erWLX,257.359,0.2059800000000005,2,4,4,0
ZINCh800000erWNy,243.303,0.20999999999999985,2,4,3,0
ZINCh800000erWPe,243.30299999999997,0.20999999999999935,2,4,2,0
ZINCh800000erWSE,242.319,0.2174999999999998,4,3,4,0
ZINCh800000erWTf,238.331,0.21370000000000006,2,3,1,0
ZINCh800000erWTh,244.30999999999997,0.29110000000000025,2,3,3,0
ZINCh800000erWUq,244.30999999999992,0.2927,2,3,2,0
ZINCh800000erWY6,241.27,0.29529999999999973,1,4,3,0
ZINCh800000erWYH,243.30299999999994,0.23909999999999987,0,5,2,0
ZINCh800000erX0f,234.263,0.22299999999999948,2,6,3,0
ZINCh800000erX1A,238.33099999999996,0.2631999999999995,3,3,3,0
ZINCh800000erX3N,263.3589999999999,0.24739999999999962,2,4,6,0
ZINCh800000erX9I,263.3589999999999,0.19949999999999957,1,4,4,0
ZINCh800000erXey,239.27099999999996,0.2314999999999996,1,4,1,0
ZINCh800000erXeO,241.28699999999995,0.29049999999999976,1,4,2,0
ZINCh800000erXrh,242.319,0.29809999999999987,2,3,7,0
ZINCh800000erXrC,240.30299999999997,0.26820000000000044,0,3,3,0
ZINCh800000erXtw,240.30299999999997,0.21990000000000026,2,3,6,0
ZINCh800000erXwu,243.351,0.2509999999999995,4,3,8,0
ZINCh800000erXxo,240.30299999999994,0.2199000000000002,2,3,4,0
ZINCh800000erXyv,242.31899999999996,0.20000000000000084,2,4,5,0
ZINCh800000erXzG,242.31899999999996,0.29650000000000004,2,3,5,0
ZINCh800000erXAm,257.20799999999997,0.2844999999999996,3,4,6,0
ZINCh800000erXAR,237.34699999999995,0.25320000000000153,3,3,5,0
ZINCh800000erXAZ,238.331,0.2851999999999998,3,3,5,0
ZINCh800000erXCs,238.291,0.19989999999999986,2,5,7,0
ZINCh800000erXGE,243.28199999999995,0.2643999999999995,2,2,4,0
ZINCh800000erXKH,245.27499999999992,0.20889999999999964,1,5,6,0
ZINCh800000erXMT,242.31899999999996,0.2980999999999998,2,3,6,0
ZINCh800000erXNP,240.3029999999999,0.2925000000000002,1,3,3,0
ZINCh800000erXTV,239.27099999999993,0.23319999999999963,1,4,3,0
ZINCh800000erY0o,242.31900000000002,0.2019000000000004,3,3,7,0
ZINCh800000erY27,242.31899999999996,0.22820000000000001,1,3,3,0
ZINCh800000erY72,242.31899999999996,0.2744999999999996,2,3,4,0
ZINCh800000erY7A,242.31899999999996,0.2744999999999996,2,3,5,0
ZINCh800000erYa5,245.27499999999995,0.25499999999999967,1,5,7,0
ZINCh800000erYch,263.31499999999994,0.28308,0,6,8,0
ZINCh800000erYcB,260.359,0.2321000000000002,2,4,5,0
ZINCh800000erYeD,242.31899999999996,0.2744999999999996,2,3,5,0
ZINCh800000erYgq,282.431,0.27340000000000075,0,3,6,0
ZINCh800000erYit,261.391,0.25680000000000086,1,3,5,0
ZINCh800000erYn0,242.31899999999996,0.2760999999999994,2,3,7,0
ZINCh800000erYom,243.30699999999996,0.2778999999999994,4,3,4,0
ZINCh800000erYrh,252.26099999999994,0.2527000000000002,1,3,8,0
ZINCh800000erYtA,241.29099999999994,0.20169999999999955,1,3,3,0
ZINCh800000erYuf,264.39099999999996,0.2676000000000014,1,4,8,0
ZINCh800000erYuW,260.359,0.23210000000000025,2,4,4,0
ZINCh800000erYvU,263.359,0.22930000000000017,2,4,6,0
ZINCh800000erYwG,261.343,0.2811000000000001,2,4,6,0
ZINCh800000erYxc,239.31899999999993,0.2384800000000004,2,4,4,0
ZINCh800000erYDj,259.37499999999994,0.2811000000000004,2,3,6,0
ZINCh800000erYER,239.32299999999998,0.22669999999999996,2,5,6,0
ZINCh800000erYId,240.30299999999994,0.27780000000000005,1,4,4,0
ZINCh800000erYK2,242.27499999999995,0.29879999999999973,1,5,5,0
ZINCh800000erYM2,263.359,0.23090000000000033,2,4,5,0
ZINCh800000erYM5,263.359,0.23090000000000033,2,4,5,0
ZINCh800000erYO7,260.359,0.20859999999999995,2,4,7,0
ZINCh800000erYTy,234.263,0.29709999999999953,1,5,3,0
ZINCh800000erYV4,243.35099999999997,0.2166000000000008,2,3,8,0
ZINCh800000erYZ0,236.27899999999997,0.20197999999999938,0,7,5,0
ZINCh800000erYZG,241.26599999999996,0.2853,2,4,5,0
ZINCh800000erZ15,240.30299999999997,0.2909000000000004,1,3,3,0
ZINCh800000erZ1Y,261.34299999999996,0.2643999999999998,1,5,6,0
ZINCh800000erZ3n,242.36700000000002,0.23530000000000206,3,3,6,0
ZINCh800000erZ4Y,261.391,0.2089000000000012,0,3,4,0
ZINCh800000erZ6o,239.319,0.2515799999999995,2,4,5,0
ZINCh800000erZ8v,246.28199999999998,0.2572000000000003,2,3,5,0
ZINCh800000erZ9k,260.359,0.20860000000000017,2,4,7,0
ZINCh800000erZam,262.73699999999997,0.2247999999999999,1,3,7,0
ZINCh800000erZap,242.31899999999996,0.2535000000000005,1,3,7,0
ZINCh800000erZey,239.319,0.22898000000000068,1,4,6,0
ZINCh800000erZhI,242.31899999999993,0.2684000000000004,1,4,4,0
ZINCh800000erZi9,240.30299999999997,0.2909000000000004,1,3,4,0
ZINCh800000erZio,240.25899999999996,0.2699999999999996,1,4,2,0
ZINCh800000erZkR,243.326,0.2869000000000002,2,3,4,0
ZINCh800000erZl3,238.28699999999998,0.2587,1,3,4,0
ZINCh800000erZlA,244.33499999999995,0.24830000000000108,1,4,7,0
ZINCh800000erZny,243.39499999999998,0.2304000000000011,2,4,7,0
ZINCh800000erZqF,240.30299999999997,0.2908999999999995,1,3,3,0
ZINCh800000erZsa,240.30299999999997,0.2821999999999996,1,4,3,0
ZINCh800000erZwK,242.36699999999996,0.23580000000000134,1,3,5,0
ZINCh800000erZyb,243.35099999999997,0.20640000000000058,3,3,8,0
ZINCh800000erZzx,242.36699999999996,0.28050000000000064,2,3,5,0
ZINCh800000erZzM,249.32999999999996,0.29689999999999994,3,3,8,0
ZINCh800000erZBT,242.36699999999993,0.28210000000000046,2,3,5,0
ZINCh800000erZDo,253.32699999999997,0.2800999999999998,1,4,4,0
ZINCh800000erZFw,254.25199999999995,0.22510000000000013,2,3,4,0
ZINCh800000erZHg,240.35099999999994,0.2596000000000013,3,3,3,0
ZINCh800000erZHo,242.27499999999998,0.2772999999999999,2,4,4,0
ZINCh800000erZJ8,243.35099999999997,0.2482000000000011,3,3,7,0
ZINCh800000erZLj,244.33499999999995,0.29460000000000064,2,4,6,0
ZINCh800000erZM8,257.20799999999997,0.2870999999999999,1,4,8,0
ZINCh800000erZPl,243.25899999999996,0.2862,0,5,5,0
ZINCh800000es03L,246.23799999999997,0.27129999999999976,2,6,7,0
ZINCh800000es03O,241.22199999999998,0.26188000000000006,1,6,5,0
ZINCh800000es06r,245.31899999999996,0.26879999999999993,1,4,7,0
ZINCh800000es0aJ,240.30299999999994,0.2925000000000002,1,3,4,0
ZINCh800000es0eP,239.323,0.41277000000000075,2,4,6,0
ZINCh800000es0fk,249.32999999999998,0.2985000000000007,3,3,9,0
ZINCh800000es0gI,244.33499999999998,0.2020000000000013,0,4,7,0
ZINCh800000es0ip,245.319,0.2688,1,4,7,0
ZINCh800000es0jT,244.335,0.29620000000000074,2,4,7,0
ZINCh800000es0k7,249.28199999999995,0.23639999999999994,0,5,9,0
ZINCh800000es0lj,249.28199999999995,0.2827,1,4,8,0
ZINCh800000es0oI,238.29099999999997,0.2387000000000007,2,6,5,0
ZINCh800000es0sz,245.27899999999994,0.2775000000000005,1,4,4,0
ZINCh800000es0tu,241.33499999999995,0.257400000000001,2,4,5,0
ZINCh800000es0ui,244.33499999999992,0.2185000000000008,0,5,4,0
ZINCh800000es0wz,242.31900000000002,0.29820000000000046,2,3,5,0
ZINCh800000es0xN,244.33499999999995,0.2831000000000006,2,4,8,0
ZINCh800000es0yn,262.331,0.20330000000000004,0,5,5,0
ZINCh800000es0Fe,252.26099999999997,0.299,2,3,8,0
ZINCh800000es0Fl,244.33499999999995,0.24830000000000108,1,4,6,0
ZINCh800000es0In,240.303,0.21990000000000026,2,3,7,0
ZINCh800000es0KQ,261.34299999999996,0.2025999999999999,0,4,3,0
ZINCh800000es0L7,257.315,0.20249999999999924,1,5,4,0
ZINCh800000es0Lg,281.399,0.24959999999999982,1,5,9,0
ZINCh800000es0MX,260.3589999999999,0.2787999999999997,0,3,4,0
ZINCh800000es0Rw,260.359,0.2787000000000003,2,4,7,0
ZINCh800000es0TJ,235.28699999999998,0.2731799999999996,1,3,3,0
ZINCh800000es0TL,238.28699999999995,0.2884799999999997,1,4,3,0
ZINCh800000es0Uh,245.27499999999995,0.22199999999999975,0,5,6,0
ZINCh800000es14u,244.33499999999995,0.24830000000000108,1,4,6,0
ZINCh800000es15k,242.31899999999996,0.27450000000000047,2,3,6,0
ZINCh800000es168,240.307,0.28889999999999977,1,5,7,0
ZINCh800000es18r,241.33499999999998,0.2948000000000005,3,3,3,0
ZINCh800000es18z,243.35099999999997,0.2257999999999999,4,3,7,0
ZINCh800000es1ch,235.291,0.29639999999999955,2,4,4,0
ZINCh800000es1ev,262.37499999999994,0.26070000000000054,3,4,8,0
ZINCh800000es1m6,238.28699999999998,0.21080000000000032,0,3,3,0
ZINCh800000es1nL,238.291,0.24639999999999979,1,5,4,0
ZINCh800000es1p3,235.33100000000005,0.2705000000000009,1,3,2,0
ZINCh800000es1qi,237.303,0.26850000000000024,1,3,3,0
ZINCh800000es1ro,244.33499999999992,0.23520000000000107,1,4,7,0
ZINCh800000es1tV,246.35099999999994,0.23190000000000116,2,4,9,0
ZINCh800000es1xj,246.35099999999994,0.23030000000000128,2,4,8,0
ZINCh800000es1LF,247.26599999999996,0.2761,2,3,5,0
ZINCh800000es1Pd,239.27499999999998,0.24800000000000005,2,4,6,0
ZINCh800000es1Pu,245.31899999999993,0.26879999999999993,1,4,8,0
ZINCh800000es1Ss,244.26599999999996,0.2231999999999999,1,3,4,0
ZINCh800000es1Vw,259.32699999999994,0.22229999999999972,3,4,5,0
ZINCh800000es1VX,252.26099999999997,0.299,2,3,8,0
ZINCh800000es1Wv,243.30299999999997,0.2709999999999997,2,4,6,0
ZINCh800000es1ZL,239.323,0.22509999999999963,2,5,8,0
ZINCh800000es24B,238.33099999999996,0.21370000000000006,2,3,2,0
ZINCh800000es27z,262.37499999999994,0.22530000000000094,2,4,5,0
ZINCh800000es28S,241.33499999999995,0.27410000000000123,3,3,4,0
ZINCh800000es2bZ,263.3589999999999,0.23089999999999988,2,4,4,0
ZINCh800000es2eD,245.31899999999996,0.26879999999999993,1,4,5,0
ZINCh800000es2fK,237.30299999999997,0.27010000000000006,1,3,4,0
ZINCh800000es2gi,253.287,0.44077,2,6,3,0
ZINCh800000es2mz,238.28699999999998,0.24669999999999975,2,4,3,0
ZINCh800000es2qp,232.287,0.2967999999999998,2,4,4,0
ZINCh800000es2rI,237.30699999999996,0.2840000000000003,2,5,3,0
ZINCh800000es2Ho,236.31499999999997,0.24299999999999972,2,3,1,0
ZINCh800000es2Hw,235.33099999999996,0.20940000000000014,2,3,1,0
ZINCh800000es2Ij,236.31499999999997,0.27789999999999987,2,3,2,0
ZINCh800000es2Iu,236.27499999999998,0.29549999999999993,1,4,2,0
ZINCh800000es2Qh,233.231,0.2751999999999997,1,5,2,0
ZINCh800000es2Xr,237.34699999999995,0.29100000000000015,1,3,2,0
ZINCh800000es32N,244.30999999999995,0.2594999999999996,1,3,4,0
ZINCh800000es36K,252.30499999999995,0.26489999999999975,1,4,7,0
ZINCh800000es3ay,241.30999999999995,0.2232999999999999,1,3,3,0
ZINCh800000es3bj,280.159,0.2595999999999999,1,5,6,0
ZINCh800000es3br,265.37899999999996,0.21310000000000118,0,4,6,0
ZINCh800000es3cQ,237.34699999999998,0.276300000000001,1,3,2,0
ZINCh800000es3eg,237.34699999999992,0.29100000000000104,1,3,3,0
ZINCh800000es3hV,257.40299999999996,0.2919000000000001,2,4,5,0
ZINCh800000es3jY,281.403,0.2899000000000005,0,3,3,0
ZINCh800000es3k1,254.677,0.28799999999999965,1,4,2,0
ZINCh800000es3rb,254.311,0.29258000000000006,2,5,5,0
ZINCh800000es3tY,256.327,0.29510000000000003,2,4,4,0
ZINCh800000es3ww,261.34299999999996,0.2245999999999999,0,5,6,0
ZINCh800000es3wx,237.3029999999999,0.25648000000000015,1,4,4,0
ZINCh800000es3yv,233.27500000000003,0.27989999999999987,1,5,4,0
ZINCh800000es3Ge,261.266,0.27080000000000015,1,6,8,0
ZINCh800000es3K3,257.40299999999996,0.2788000000000009,2,4,3,0
ZINCh800000es3K9,266.338,0.2433000000000003,0,3,4,0
ZINCh800000es3Pz,243.34699999999995,0.21099999999999952,3,4,4,0
ZINCh800000es3Qr,239.31899999999993,0.25059999999999977,2,5,7,0
ZINCh800000es3XY,241.33499999999992,0.24199999999999977,2,4,4,0
ZINCh800000es3YL,241.33499999999992,0.24199999999999977,2,4,4,0
ZINCh800000es41O,237.34699999999995,0.24470000000000103,0,3,3,0
ZINCh800000es44X,241.33499999999995,0.2932000000000006,3,3,2,0
ZINCh800000es46q,266.33799999999997,0.2762999999999998,1,3,5,0
ZINCh800000es4bP,244.30999999999992,0.26109999999999994,1,3,3,0
ZINCh800000es4cU,243.32599999999996,0.2869000000000002,2,3,2,0
ZINCh800000es4d1,237.34699999999992,0.2926000000000009,1,3,1,0
ZINCh800000es4kn,243.28199999999995,0.25239999999999957,1,5,4,0
ZINCh800000es4lN,280.15500000000003,0.24189999999999962,2,3,4,0
ZINCh800000es4n5,246.25699999999992,0.23089999999999944,1,3,2,0
ZINCh800000es4tg,239.31899999999993,0.2756999999999996,2,3,2,0
ZINCh800000es4vk,236.31499999999997,0.23009999999999997,1,4,2,0
ZINCh800000es4xW,266.313,0.21959999999999963,1,4,2,0
ZINCh800000es4Cz,237.34699999999998,0.2910000000000002,1,3,1,0
ZINCh800000es4Hn,245.22899999999996,0.22190000000000004,1,3,4,0
ZINCh800000es4HC,235.24299999999997,0.29588000000000014,0,5,4,0
ZINCh800000es4JN,256.371,0.2643000000000002,1,3,3,0
ZINCh800000es4L5,240.35099999999997,0.23780000000000023,1,2,2,0
ZINCh800000es4Nb,239.31899999999993,0.2869999999999999,2,3,3,0
ZINCh800000es4Nm,238.33499999999995,0.2154000000000006,3,2,4,0
ZINCh800000es4QT,246.32999999999998,0.2831999999999999,3,2,7,0
ZINCh800000es4Rp,262.741,0.6781699999999999,4,3,6,0
ZINCh800000es4RQ,281.80899999999997,0.21340000000000026,2,3,6,0
ZINCh800000es4Ut,261.391,0.2751999999999999,3,4,7,0
ZINCh800000es4W7,237.282,0.29450000000000026,2,3,4,0
ZINCh800000es4Z3,243.35099999999994,0.20480000000000037,3,3,7,0
ZINCh800000es51t,236.32299999999998,0.27859999999999996,2,4,3,0
ZINCh800000es52a,236.323,0.27859999999999996,2,4,3,0
ZINCh800000es52O,238.33499999999995,0.21380000000000077,3,2,4,0
ZINCh800000es54r,263.363,0.2959999999999994,2,4,3,0
ZINCh800000es54J,257.315,0.25472000000000017,2,5,3,0
