id,MW,cLogP,HBD,HBA,RotB,charge
ZINCg6000000rTHX,247.726,0.09710000000000046,3,3,6,0
ZINCg6000000rTI1,268.766,0.005600000000000271,2,4,6,0
ZINCg6000000rTI4,244.682,0.07339999999999997,1,6,5,0
ZINCg6000000rTIb,221.25999999999993,0.08039999999999947,2,4,5,0
ZINCg6000000rTIh,221.25999999999996,0.07879999999999965,2,4,4,0
ZINCg6000000rTIt,230.23899999999998,0.03860000000000002,3,3,5,0
ZINCg6000000rTID,246.33199999999994,0.08960000000000046,1,3,4,0
ZINCg6000000rTIE,221.25999999999996,0.09868000000000016,2,3,4,0
ZINCg6000000rTIK,246.33199999999997,0.08960000000000046,1,3,5,0
ZINCg6000000rTJ1,221.264,-0.5293999999999996,2,4,2,0
ZINCg6000000rTJb,223.31999999999996,0.05550000000000077,1,3,3,0
ZINCg6000000rTJh,246.332,0.00810000000000044,2,3,6,0
ZINCg6000000rTJj,246.33199999999997,0.00810000000000044,2,3,6,0
ZINCg6000000rTJo,227.26399999999998,0.09940000000000021,3,3,4,0
ZINCg6000000rTJp,246.332,0.006500000000000616,2,3,5,0
ZINCg6000000rTJz,242.304,0.059599999999999875,1,5,4,0
ZINCg6000000rTJG,221.264,-0.13232999999999956,2,4,3,0
ZINCg6000000rTJQ,246.33199999999997,0.05640000000000067,0,3,3,0
ZINCg6000000rTJY,226.27599999999993,0.055400000000000116,1,4,3,0
ZINCg6000000rTK5,246.33199999999997,0.05640000000000067,0,3,4,0
ZINCg6000000rTK8,223.31999999999994,0.022300000000001097,0,3,2,0
ZINCg6000000rTKb,239.30399999999997,0.09069999999999978,0,6,3,0
ZINCg6000000rTKm,223.27599999999995,0.09399999999999992,2,2,2,0
ZINCg6000000rTKn,225.24799999999996,0.06629999999999964,2,3,2,0
ZINCg6000000rTKB,240.288,-0.1602300000000001,2,4,2,0
ZINCg6000000rTKI,246.33199999999997,0.008100000000000496,2,3,6,0
ZINCg6000000rTKP,244.31599999999992,0.032399999999999984,2,3,3,0
ZINCg6000000rTKT,227.26399999999995,0.0239999999999998,2,3,4,0
ZINCg6000000rTLq,227.26399999999995,0.0239999999999998,2,3,4,0
ZINCg6000000rTLB,224.21599999999995,0.0671799999999998,1,5,4,0
ZINCg6000000rTLE,226.27599999999995,0.08520000000000016,2,3,5,0
ZINCg6000000rTLF,225.24399999999997,0.04689999999999961,3,3,3,0
ZINCg6000000rTMq,225.24399999999994,0.010799999999999699,1,4,3,0
ZINCg6000000rTMw,225.24399999999994,0.010799999999999699,1,4,3,0
ZINCg6000000rTMA,219.244,0.09029999999999938,1,4,3,0
ZINCg6000000rTMI,246.33199999999997,0.007600000000000717,2,3,4,0
ZINCg6000000rTMN,226.27599999999995,0.011499999999999622,3,3,4,0
ZINCg6000000rTMQ,227.26399999999995,0.07189999999999941,3,3,3,0
ZINCg6000000rTMW,226.27599999999995,0.011499999999999677,3,3,3,0
ZINCg6000000rTN1,222.28799999999995,0.057199999999999473,2,3,2,0
ZINCg6000000rTN9,228.26699999999994,0.006799999999999973,2,3,3,0
ZINCg6000000rTNn,227.30399999999995,0.05449999999999955,3,4,5,0
ZINCg6000000rTNJ,225.24399999999994,0.010799999999999477,1,4,3,0
ZINCg6000000rTNU,246.33199999999994,0.009200000000000541,2,3,5,0
ZINCg6000000rTOo,247.31599999999992,0.039799999999999836,1,4,4,0
ZINCg6000000rTOp,244.27199999999996,0.04899999999999999,1,5,4,0
ZINCg6000000rTOJ,227.26399999999995,0.025599999999999623,2,3,4,0
ZINCg6000000rTOO,226.23199999999994,0.0625,1,4,2,0
ZINCg6000000rTOX,224.25999999999996,0.08859999999999979,1,3,1,0
ZINCg6000000rTP2,226.27599999999995,0.03549999999999964,0,4,1,0
ZINCg6000000rTPt,225.24399999999997,0.0005999999999996564,2,3,2,0
ZINCg6000000rTPy,224.30399999999997,0.08750000000000013,1,3,3,0
ZINCg6000000rTPI,223.27199999999993,0.029799999999999827,1,3,2,0
ZINCg6000000rTPL,225.28799999999995,0.011799999999999866,2,3,4,0
ZINCg6000000rTQ0,222.28799999999998,0.05560000000000059,2,3,3,0
ZINCg6000000rTQ4,225.28799999999995,0.05969999999999992,3,3,5,0
ZINCg6000000rTQd,222.24800000000002,0.0502999999999999,3,4,4,0
ZINCg6000000rTQo,221.25999999999996,0.09867999999999988,2,3,5,0
ZINCg6000000rTQp,244.31599999999997,0.08950000000000014,2,4,6,0
ZINCg6000000rTQs,223.27599999999995,0.09399999999999992,2,2,4,0
ZINCg6000000rTQz,244.31599999999997,0.0008999999999999009,1,3,3,0
ZINCg6000000rTR7,227.30399999999995,0.05449999999999955,3,4,6,0
ZINCg6000000rTR8,227.30399999999995,0.05449999999999955,3,4,5,0
ZINCg6000000rTRj,224.30399999999997,0.08750000000000013,1,3,3,0
ZINCg6000000rTRr,219.24800000000002,0.09169999999999973,1,4,2,0
ZINCg6000000rTRy,220.23199999999997,-0.5445,2,3,2,0
ZINCg6000000rTRL,222.24800000000002,0.0502999999999999,3,4,4,0
ZINCg6000000rTS8,223.27599999999995,0.09399999999999992,2,2,2,0
ZINCg6000000rTSg,226.27599999999995,0.013099999999999445,3,3,4,0
ZINCg6000000rTSt,221.21599999999998,0.07940000000000008,2,4,4,0
ZINCg6000000rTSu,219.244,0.08619999999999983,1,4,3,0
ZINCg6000000rTSB,222.248,0.028399999999999925,2,5,6,0
ZINCg6000000rTSI,240.288,0.00810000000000033,2,6,3,0
ZINCg6000000rTSK,221.26,0.0014999999999999458,2,2,1,0
ZINCg6000000rTSP,220.23200000000003,0.04569999999999991,1,4,2,0
ZINCg6000000rTT5,225.24399999999997,0.02179999999999982,1,4,4,0
ZINCg6000000rTTa,215.21600000000004,0.0815999999999999,1,5,3,0
ZINCg6000000rTTb,219.24799999999996,0.04039999999999955,1,5,5,0
ZINCg6000000rTTc,223.23199999999997,0.07919999999999972,2,3,3,0
ZINCg6000000rTTi,243.28399999999996,0.09340000000000015,1,4,3,0
ZINCg6000000rTTw,225.24399999999994,0.02179999999999982,1,4,4,0
ZINCg6000000rTTI,221.216,0.03859999999999969,2,4,5,0
ZINCg6000000rTTX,244.31599999999995,0.05979999999999963,2,3,4,0
ZINCg6000000rTTZ,244.31599999999995,0.05979999999999963,2,3,4,0
ZINCg6000000rTU2,223.3199999999999,0.079600000000001,1,3,4,0
ZINCg6000000rTUi,246.332,0.01910000000000056,2,3,7,0
ZINCg6000000rTUk,221.26400000000004,-0.14683000000000057,4,3,5,0
ZINCg6000000rTUs,227.26,0.002199999999999591,2,4,5,0
ZINCg6000000rTUz,225.24399999999997,0.021799999999999875,1,4,4,0
ZINCg6000000rTUI,246.332,0.01910000000000056,2,3,7,0
ZINCg6000000rTUV,227.25999999999996,0.0037999999999998035,2,4,6,0
ZINCg6000000rTUX,225.24399999999997,0.021799999999999875,1,4,4,0
ZINCg6000000rTV3,245.29999999999995,0.0004999999999999449,0,4,5,0
ZINCg6000000rTV7,220.22799999999998,0.06999999999999984,0,5,2,0
ZINCg6000000rTVa,223.27599999999998,0.09240000000000015,2,2,2,0
ZINCg6000000rTVs,246.28399999999996,0.0838000000000001,0,5,5,0
ZINCg6000000rTVD,221.25999999999996,0.09867999999999966,2,3,6,0
ZINCg6000000rTVT,246.28399999999993,0.061799999999999855,0,5,4,0
ZINCg6000000rTVY,246.33199999999997,0.006499999999999728,2,4,6,0
ZINCg6000000rTW2,246.33199999999997,0.006500000000000616,2,3,6,0
ZINCg6000000rTW6,223.27599999999995,0.09080000000000027,2,2,3,0
ZINCg6000000rTWb,223.27599999999995,0.09080000000000021,2,2,3,0
ZINCg6000000rTWh,227.30399999999992,0.05289999999999928,3,4,5,0
ZINCg6000000rTWj,242.30399999999997,0.05800000000000005,1,5,4,0
ZINCg6000000rTWq,223.27599999999998,0.0924000000000001,2,2,2,0
ZINCg6000000rTWs,223.27599999999998,0.0924000000000001,2,2,2,0
ZINCg6000000rTWw,226.27599999999995,0.07900000000000029,1,3,7,0
ZINCg6000000rTWN,222.24399999999997,0.04009999999999986,2,3,4,0
ZINCg6000000rTWS,244.35999999999996,0.08520000000000016,0,3,5,0
ZINCg6000000rTWX,267.372,0.05750000000000033,1,4,5,0
ZINCg6000000rTX0,233.21799999999996,0.07690000000000008,2,2,4,0
ZINCg6000000rTX1,235.22999999999996,0.009399999999999964,2,3,4,0
ZINCg6000000rTX5,233.21799999999996,0.07690000000000008,2,2,4,0
ZINCg6000000rTXw,221.26,0.03249999999999953,1,4,4,0
ZINCg6000000rTXK,244.31599999999992,0.032399999999999096,2,3,6,0
ZINCg6000000rTXX,246.33199999999997,0.08960000000000046,1,3,5,0
ZINCg6000000rTY3,226.27599999999995,0.05380000000000029,1,3,4,0
ZINCg6000000rTYB,228.29199999999994,0.09130000000000033,3,3,5,0
ZINCg6000000rTYN,246.33199999999997,0.008100000000000496,2,4,6,0
ZINCg6000000rTYZ,246.33199999999997,0.008100000000000496,2,3,7,0
ZINCg6000000rTZ9,227.30799999999996,0.05010000000000148,3,3,8,0
ZINCg6000000rTZn,227.30799999999996,0.05010000000000148,3,3,8,0
ZINCg6000000rTZE,229.32399999999998,0.013800000000000756,3,4,8,0
ZINCg6000000rTZF,229.32399999999996,0.01540000000000058,3,4,9,0
ZINCg6000000rTZM,222.204,0.038999999999999535,1,6,4,0
ZINCg6000000rTZQ,249.33199999999994,0.08210000000000028,0,4,8,0
ZINCg6000000rTZT,246.33199999999994,0.05479999999999996,0,3,4,0
ZINCg6000000rU0c,222.248,0.05089999999999972,2,4,4,0
ZINCg6000000rU0d,224.264,0.023699999999999888,2,5,6,0
ZINCg6000000rU0i,228.29199999999994,0.09129999999999983,3,3,4,0
ZINCg6000000rU0v,223.31999999999994,0.06700000000000106,1,3,4,0
ZINCg6000000rU0w,220.27599999999998,0.03869999999999951,2,4,6,0
ZINCg6000000rU0H,225.24799999999996,0.009519999999999751,0,6,5,0
ZINCg6000000rU0P,230.3079999999999,0.06070000000000164,2,4,11,0
ZINCg6000000rU0Q,231.29199999999992,0.09429999999999966,2,4,11,0
ZINCg6000000rU0R,230.26399999999995,0.05129999999999996,2,4,8,0
ZINCg6000000rU0T,231.29199999999992,0.09429999999999966,2,4,11,0
ZINCg6000000rU0V,231.29199999999994,0.09269999999999978,2,4,10,0
ZINCg6000000rU0Y,231.29199999999994,0.09269999999999984,2,4,10,0
ZINCg6000000rU10,231.29199999999994,0.09269999999999984,2,4,9,0
ZINCg6000000rU1c,228.29199999999994,0.06699999999999978,2,4,6,0
ZINCg6000000rU1k,231.29199999999994,0.09269999999999978,2,4,9,0
ZINCg6000000rU1p,231.29199999999994,0.09269999999999978,2,4,9,0
ZINCg6000000rU1x,230.30799999999994,0.06070000000000164,2,4,11,0
ZINCg6000000rU1D,231.296,0.029300000000001047,3,4,10,0
ZINCg6000000rU1E,230.30799999999996,0.05910000000000082,2,4,10,0
ZINCg6000000rU1Z,228.29199999999997,0.06540000000000035,2,4,5,0
ZINCg6000000rU26,228.29199999999997,0.06540000000000035,2,4,5,0
ZINCg6000000rU2k,231.29199999999994,0.09109999999999996,2,4,9,0
ZINCg6000000rU2A,267.37199999999996,0.01120000000000032,0,4,5,0
ZINCg6000000rU2B,250.36399999999992,0.06010000000000121,1,4,10,0
ZINCg6000000rU36,267.37199999999996,0.01120000000000032,0,4,4,0
ZINCg6000000rU3d,267.37199999999996,0.01120000000000032,0,4,5,0
ZINCg6000000rU3h,244.31599999999995,0.05600000000000016,2,4,5,0
ZINCg6000000rU3t,246.33199999999997,0.006500000000000672,2,4,5,0
ZINCg6000000rU3v,246.33199999999997,0.006500000000000616,2,4,5,0
ZINCg6000000rU4I,228.29199999999992,0.08530000000000026,3,3,9,0
ZINCg6000000rU52,223.27599999999995,0.03088000000000024,1,4,4,0
ZINCg6000000rU55,227.30799999999996,0.05010000000000148,3,3,7,0
ZINCg6000000rU5h,227.30799999999996,0.05010000000000148,3,3,7,0
ZINCg6000000rU5t,227.30799999999996,0.056100000000000816,3,3,6,0
ZINCg6000000rU5x,228.29199999999992,0.08530000000000026,3,3,9,0
ZINCg6000000rU5D,249.33199999999994,0.02180000000000004,2,4,7,0
ZINCg6000000rU5P,223.27599999999995,0.03088000000000024,1,4,4,0
ZINCg6000000rU5Y,230.30799999999996,0.057500000000000995,2,4,9,0
ZINCg6000000rU68,223.32,0.004000000000000947,3,3,5,0
ZINCg6000000rU6g,227.30799999999996,0.05010000000000148,3,3,7,0
ZINCg6000000rU6H,230.30799999999996,0.011200000000001209,1,4,9,0
ZINCg6000000rU71,222.248,-0.5751000000000004,1,3,2,0
ZINCg6000000rU78,226.27599999999995,0.08520000000000022,2,3,4,0
ZINCg6000000rU7l,228.24799999999996,0.00960000000000022,1,3,3,0
ZINCg6000000rU7A,230.26399999999998,0.03949999999999959,3,3,6,0
ZINCg6000000rU7E,222.24800000000002,0.5095999999999998,2,4,4,0
ZINCg6000000rU7H,230.26399999999995,0.001800000000000468,1,4,6,0
ZINCg6000000rU7N,223.31999999999994,0.01910000000000056,0,3,3,0
ZINCg6000000rU7W,226.27599999999995,0.08320000000000038,0,4,5,0
ZINCg6000000rU89,223.232,0.0513999999999995,2,3,6,0
ZINCg6000000rU8c,225.20399999999998,0.09081999999999985,1,5,5,0
ZINCg6000000rU8h,223.232,0.04589999999999983,2,5,6,0
ZINCg6000000rU8i,223.23199999999997,0.04589999999999983,2,5,6,0
ZINCg6000000rU8j,227.25999999999996,0.08899999999999958,1,4,6,0
ZINCg6000000rU8p,246.33199999999994,0.056399999999999784,0,3,5,0
ZINCg6000000rU8q,249.33199999999994,0.08210000000000028,0,4,8,0
ZINCg6000000rU8E,227.30399999999997,0.00660000000000005,2,4,7,0
ZINCg6000000rU8G,246.33199999999997,0.07840000000000003,0,3,7,0
ZINCg6000000rU8H,228.29199999999994,0.042699999999999794,1,4,9,0
ZINCg6000000rU8J,246.33199999999997,0.07840000000000003,0,3,7,0
ZINCg6000000rU8U,223.31999999999996,0.092200000000001,1,3,6,0
ZINCg6000000rU8Y,245.34799999999998,0.009700000000000597,2,3,9,0
ZINCg6000000rU91,247.36399999999998,0.08960000000000179,2,3,9,0
ZINCg6000000rU96,246.332,0.018099999999999672,2,3,7,0
ZINCg6000000rU9c,221.26,0.05077999999999988,1,3,5,0
ZINCg6000000rU9k,221.26,0.05077999999999988,1,3,5,0
ZINCg6000000rU9F,227.25999999999993,0.08899999999999952,1,4,6,0
ZINCg6000000rU9Q,230.26399999999995,0.04109999999999986,3,3,8,0
ZINCg6000000rU9V,225.29199999999994,0.014479999999999826,2,4,8,0
ZINCg6000000rU9Y,230.28299999999993,0.08500000000000002,2,3,5,0
ZINCg6000000rUa8,225.248,0.0388,2,4,6,0
ZINCg6000000rUad,251.34799999999996,0.07899999999999974,1,4,9,0
ZINCg6000000rUao,227.25999999999996,0.005400000000000071,0,4,6,0
ZINCg6000000rUav,224.264,0.08969999999999967,0,5,6,0
ZINCg6000000rUaT,247.36399999999998,0.06760000000000149,2,3,6,0
ZINCg6000000rUbd,246.33199999999997,0.05479999999999996,0,3,5,0
ZINCg6000000rUbw,221.26,0.8630999999999998,2,5,3,0
ZINCg6000000rUbz,230.28299999999996,0.0354999999999997,1,3,6,0
ZINCg6000000rUbE,222.288,0.005999999999999839,1,3,4,0
ZINCg6000000rUbH,223.32,0.06700000000000017,1,3,3,0
ZINCg6000000rUch,220.27999999999997,-0.571199999999999,2,5,3,0
ZINCg6000000rUcw,220.232,0.025719999999999077,2,4,3,0
ZINCg6000000rUcA,217.232,0.024279999999999635,1,5,4,0
ZINCg6000000rUcU,244.35999999999996,0.08840000000000009,2,4,6,0
ZINCg6000000rUda,217.23200000000003,-0.5157200000000002,2,4,4,0
ZINCg6000000rUdd,224.30799999999994,0.2988700000000004,3,2,4,0
ZINCg6000000rUdg,221.25999999999993,0.09867999999999966,2,3,5,0
ZINCg6000000rUdl,228.29199999999994,0.07740000000000036,2,3,8,0
ZINCg6000000rUdo,223.27599999999995,0.09240000000000004,2,2,4,0
ZINCg6000000rUdq,229.25499999999994,0.041999999999999815,2,2,4,0
ZINCg6000000rUdE,228.29199999999994,0.07740000000000036,2,3,8,0
ZINCg6000000rUdN,221.26,0.05709999999999926,2,3,5,0
ZINCg6000000rUdO,221.26,0.05709999999999926,2,3,5,0
ZINCg6000000rUe2,224.30799999999996,0.006100000000000938,3,4,5,0
ZINCg6000000rUel,225.20399999999998,0.08689999999999976,3,5,6,0
ZINCg6000000rUep,224.21599999999998,0.062499999999999556,1,5,6,0
ZINCg6000000rUew,239.29999999999998,0.027499999999999636,1,4,6,0
ZINCg6000000rUeA,219.24799999999996,0.0364799999999994,1,5,6,0
ZINCg6000000rUeC,224.26399999999998,0.02369999999999961,2,5,6,0
ZINCg6000000rUeH,223.27599999999995,0.09240000000000004,2,2,4,0
ZINCg6000000rUeR,223.27599999999995,0.09399999999999992,2,2,2,0
ZINCg6000000rUeS,221.26399999999998,0.06879999999999975,1,4,2,0
ZINCg6000000rUeT,223.27599999999995,0.0924000000000001,2,2,2,0
ZINCg6000000rUeX,243.33199999999997,0.04540000000000033,2,4,5,0
ZINCg6000000rUf1,223.27599999999995,0.09240000000000004,2,3,4,0
ZINCg6000000rUf8,230.26399999999995,0.0512999999999999,2,4,8,0
ZINCg6000000rUfx,230.28299999999996,0.0817999999999997,2,3,4,0
ZINCg6000000rUfL,241.31599999999995,0.03689999999999971,3,3,3,0
ZINCg6000000rUfU,244.36399999999998,0.007900000000001128,3,3,5,0
ZINCg6000000rUg3,243.33199999999994,0.0942999999999996,3,3,4,0
ZINCg6000000rUgb,241.31599999999997,0.012799999999999923,3,3,3,0
ZINCg6000000rUgf,243.33199999999997,0.09269999999999978,3,3,3,0
ZINCg6000000rUgp,245.34799999999998,0.07469999999999999,4,3,5,0
ZINCg6000000rUgu,245.34799999999998,0.07469999999999999,4,3,5,0
ZINCg6000000rUgD,243.33199999999997,0.09269999999999978,3,3,3,0
ZINCg6000000rUgO,239.304,0.013019999999999865,4,3,3,0
ZINCg6000000rUh3,229.29899999999995,0.0977000000000009,3,3,7,0
ZINCg6000000rUh6,229.29899999999995,0.0977000000000009,3,3,7,0
ZINCg6000000rUhl,224.21599999999998,0.06249999999999961,1,5,6,0
ZINCg6000000rUhu,227.26399999999995,0.02559999999999968,2,4,4,0
ZINCg6000000rUhw,230.26399999999995,0.0512999999999999,2,4,8,0
ZINCg6000000rUhx,230.26399999999995,0.0512999999999999,2,4,8,0
ZINCg6000000rUhy,230.26399999999998,0.04970000000000008,2,4,7,0
ZINCg6000000rUhD,229.23199999999994,0.08819999999999983,1,5,6,0
ZINCg6000000rUie,231.29199999999994,0.09269999999999984,2,4,9,0
ZINCg6000000rUij,230.26399999999995,0.0033999999999994035,1,4,7,0
ZINCg6000000rUip,231.29199999999994,0.09269999999999978,2,4,9,0
ZINCg6000000rUis,223.232,-0.41130000000000105,2,4,6,0
ZINCg6000000rUiz,226.23199999999997,0.062179999999999624,2,4,8,0
ZINCg6000000rUiB,224.26399999999998,0.019899999999999862,2,5,6,0
ZINCg6000000rUiE,225.252,0.011799999999999866,2,5,6,0
ZINCg6000000rUiP,230.30799999999994,0.06070000000000164,2,4,11,0
ZINCg6000000rUjw,229.276,0.09889999999999977,2,4,6,0
ZINCg6000000rUjT,225.24800000000002,0.05809999999999993,2,5,6,0
ZINCg6000000rUkb,224.26,0.05801999999999974,0,5,5,0
ZINCg6000000rUkf,220.232,0.09359999999999968,0,6,5,0
ZINCg6000000rUko,230.26399999999995,0.04970000000000008,2,4,7,0
ZINCg6000000rUkx,226.23199999999994,0.060899999999999954,1,4,4,0
ZINCg6000000rUkM,225.25199999999998,0.07409999999999961,1,5,5,0
ZINCg6000000rUkT,227.26399999999995,0.0239999999999998,2,3,3,0
ZINCg6000000rUkX,227.26399999999995,0.023999999999999855,2,3,4,0
ZINCg6000000rUl7,224.22,-0.5587000000000002,2,4,3,0
ZINCg6000000rUlf,225.25199999999998,0.0849999999999993,2,5,7,0
ZINCg6000000rUlm,227.26399999999995,0.07190000000000035,3,3,5,0
ZINCg6000000rUlo,227.26399999999995,0.07190000000000035,3,3,5,0
ZINCg6000000rUlq,225.25199999999998,0.04031999999999969,2,5,5,0
ZINCg6000000rUly,227.26399999999992,0.0239999999999998,2,3,4,0
ZINCg6000000rUlR,227.26399999999992,0.010900000000000465,2,3,4,0
ZINCg6000000rUlV,247.31999999999996,0.010199999999999931,3,4,8,0
ZINCg6000000rUme,231.29199999999992,0.09269999999999984,2,4,10,0
ZINCg6000000rUmj,231.29199999999994,0.09109999999999996,2,4,9,0
ZINCg6000000rUmm,231.29199999999994,0.09110000000000001,2,4,9,0
ZINCg6000000rUmx,224.26399999999998,0.02239999999999953,1,5,6,0
ZINCg6000000rUmy,224.26399999999998,0.02239999999999953,1,5,6,0
ZINCg6000000rUmC,227.26399999999998,0.07030000000000047,3,3,5,0
ZINCg6000000rUmE,231.29199999999994,0.09109999999999996,2,4,9,0
ZINCg6000000rUmF,231.29199999999994,0.09109999999999996,2,4,9,0
ZINCg6000000rUmH,227.25999999999993,0.051699999999999635,1,4,5,0
ZINCg6000000rUmI,231.29199999999994,0.09109999999999996,2,4,8,0
ZINCg6000000rUmK,231.29199999999994,0.09109999999999996,2,4,9,0
ZINCg6000000rUmM,227.25999999999993,0.051699999999999635,1,4,5,0
ZINCg6000000rUmO,230.26399999999998,0.04970000000000013,2,4,7,0
ZINCg6000000rUn2,229.27599999999995,0.09889999999999977,2,4,7,0
ZINCg6000000rUnd,230.3079999999999,0.05910000000000182,2,4,10,0
ZINCg6000000rUng,231.29199999999994,0.09109999999999996,2,4,9,0
ZINCg6000000rUny,227.26399999999995,0.023999999999999855,2,3,5,0
ZINCg6000000rUnz,227.26399999999998,0.07030000000000047,3,3,5,0
ZINCg6000000rUnM,224.26800000000006,-0.8783599999999983,5,4,5,0
ZINCg6000000rUo0,221.216,0.03720000000000001,2,4,6,0
ZINCg6000000rUo6,245.34799999999998,0.2772700000000001,3,3,7,0
ZINCg6000000rUo7,242.29999999999995,0.007180000000000242,1,4,6,0
ZINCg6000000rUop,266.3879999999999,0.09050000000000058,2,5,9,0
ZINCg6000000rUou,246.33199999999994,0.008100000000000496,2,4,5,0
ZINCg6000000rUoD,246.33199999999997,0.006500000000000616,2,4,4,0
ZINCg6000000rUoK,246.33199999999997,0.006499999999999784,2,4,4,0
ZINCg6000000rUoP,246.33199999999994,0.008100000000000496,2,4,4,0
ZINCg6000000rUoY,246.33199999999997,0.006499999999999784,2,4,4,0
ZINCg6000000rUoZ,245.29999999999993,0.04499999999999993,1,4,4,0
ZINCg6000000rUp0,246.33199999999997,0.006499999999999784,2,4,4,0
ZINCg6000000rUp8,240.32799999999992,0.04900000000000021,1,4,4,0
ZINCg6000000rUpA,244.35999999999993,0.08840000000000003,2,4,6,0
ZINCg6000000rUpC,244.31599999999995,0.08949999999999969,2,4,5,0
ZINCg6000000rUpF,240.288,0.08989999999999954,3,4,5,0
ZINCg6000000rUpN,243.33199999999997,0.03230000000000033,2,3,6,0
ZINCg6000000rUpU,243.332,0.045400000000000384,2,3,6,0
ZINCg6000000rUpW,247.35999999999996,0.007499999999999507,3,5,8,0
ZINCg6000000rUpX,247.35999999999996,0.007499999999999507,3,5,8,0
ZINCg6000000rUqd,260.344,0.07429999999999981,3,7,6,0
ZINCg6000000rUqf,226.27599999999998,0.03570000000000051,1,3,5,0
ZINCg6000000rUqo,245.34799999999998,0.0031000000000005468,2,4,6,0
ZINCg6000000rUqC,230.30799999999994,0.05910000000000082,2,4,10,0
ZINCg6000000rUqH,224.30799999999996,0.027180000000001314,3,4,8,0
ZINCg6000000rUqJ,223.31999999999996,0.0056000000000007155,3,3,5,0
ZINCg6000000rUqL,230.30799999999996,0.057500000000000995,2,4,9,0
ZINCg6000000rUqN,233.26199999999997,0.003200000000000147,3,3,5,0
ZINCg6000000rUrs,231.29199999999992,0.09269999999999978,2,4,10,0
ZINCg6000000rUrC,231.29199999999994,0.09109999999999996,2,4,9,0
ZINCg6000000rUrF,222.244,0.4539999999999999,3,4,5,0
ZINCg6000000rUs2,222.28799999999998,0.03760000000000008,2,3,4,0
ZINCg6000000rUsa,222.24799999999996,0.07830000000000026,2,5,5,0
ZINCg6000000rUsh,230.30799999999996,0.05750000000000077,2,4,9,0
ZINCg6000000rUsj,220.276,0.0387000000000004,2,4,6,0
ZINCg6000000rUsN,224.26399999999995,0.022399999999999975,1,6,6,0
ZINCg6000000rUsO,224.26399999999995,0.022399999999999975,1,6,6,0
ZINCg6000000rUsS,221.264,0.0976999999999999,0,5,4,0
ZINCg6000000rUsW,223.276,0.09240000000000015,2,2,3,0
ZINCg6000000rUt0,242.29999999999993,0.0038999999999997925,1,3,3,0
ZINCg6000000rUt5,223.28,0.033299999999999885,1,6,5,0
ZINCg6000000rUtb,229.27599999999995,0.04699999999999971,2,4,6,0
ZINCg6000000rUte,226.27599999999995,0.009899999999999798,3,3,4,0
ZINCg6000000rUtg,242.34399999999997,0.09059999999999963,3,4,4,0
ZINCg6000000rUtl,228.29199999999994,0.09700000000000031,3,4,5,0
ZINCg6000000rUtn,229.27599999999995,0.04699999999999971,2,4,6,0
ZINCg6000000rUtq,226.27599999999995,0.009899999999999798,3,3,4,0
ZINCg6000000rUtv,248.34799999999996,0.09800000000000031,2,3,6,0
ZINCg6000000rUtN,223.31999999999994,0.020300000000000484,3,3,4,0
ZINCg6000000rUtV,227.30799999999994,0.07970000000000083,3,4,5,0
ZINCg6000000rUu6,226.27599999999998,0.03570000000000051,1,3,5,0
ZINCg6000000rUuz,224.30799999999996,0.027180000000001314,3,4,8,0
ZINCg6000000rUuD,223.31999999999996,0.0056000000000007155,3,3,5,0
ZINCg6000000rUuH,230.30799999999996,0.057500000000000995,2,4,9,0
ZINCg6000000rUuT,221.26000000000002,0.4203999999999997,3,4,5,0
ZINCg6000000rUuU,221.26000000000002,0.4203999999999997,3,4,5,0
ZINCg6000000rUv6,225.33599999999996,0.00040000000000106617,3,4,5,0
ZINCg6000000rUvh,232.27999999999997,0.04820000000000002,3,4,9,0
ZINCg6000000rUvp,224.304,0.03759999999999991,3,3,6,0
ZINCg6000000rUvv,242.304,0.0346999999999999,3,6,6,0
ZINCg6000000rUwi,223.31999999999996,0.08550000000000091,2,3,3,0
ZINCg6000000rUwj,223.31999999999996,0.08550000000000091,2,3,3,0
ZINCg6000000rUwp,223.28,0.05940000000000062,3,4,5,0
ZINCg6000000rUws,227.30799999999994,0.05010000000000103,3,3,7,0
ZINCg6000000rUwu,222.24799999999996,0.07830000000000026,2,5,5,0
ZINCg6000000rUwK,229.29899999999995,0.08300000000000096,3,3,6,0
ZINCg6000000rUwL,288.149,0.09719999999999973,2,5,5,0
ZINCg6000000rUwO,252.31099999999992,0.08549999999999969,2,4,8,0
ZINCg6000000rUx1,228.24799999999996,0.055900000000000005,2,3,5,0
ZINCg6000000rUx6,224.26399999999998,0.022399999999999975,1,6,6,0
ZINCg6000000rUxg,223.276,0.09240000000000015,2,2,3,0
ZINCg6000000rUxn,223.28,0.033299999999999885,1,6,5,0
ZINCg6000000rUxo,225.29199999999997,0.07250000000000079,2,3,4,0
ZINCg6000000rUxF,223.31999999999994,0.020300000000000484,3,3,5,0
ZINCg6000000rUxG,227.30799999999994,0.08130000000000065,3,4,7,0
ZINCg6000000rUxK,223.31999999999994,0.020300000000000484,3,3,4,0
ZINCg6000000rUxS,223.31999999999994,0.020300000000000484,3,3,4,0
ZINCg6000000rUy4,264.328,0.048899999999999944,0,6,6,0
ZINCg6000000rUya,220.23599999999996,0.01529999999999998,1,7,5,0
ZINCg6000000rUyb,225.24799999999996,0.06499999999999978,1,5,6,0
