molecule_chembl_id,parent_molecule_chembl_id,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,assay_chembl_id
CHEMBL5963945,CHEMBL5963945,CC(=O)N1CCC(c2ccc3c(c2)[nH]/c(=N\C(=O)c2ccnc(-c4cccnc4)c2)n3C2CCCC2)CC1,IC50,=,7.2,nM,8.14,CHEMBL5737539
CHEMBL6146360,CHEMBL6199310,[2H]C([2H])([2H])n1cc(-c2ccnc(Nc3cc(NC(=O)C=C)c(N4CCC(CN)CC4)cc3OC)n2)c2ccccc21,IC50,=,7.2,nM,8.14,CHEMBL6107143
CHEMBL3932286,CHEMBL3932286,C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(Cl)c4)ncnc3cc2OC)CC1,IC50,=,7.2,nM,8.14,CHEMBL3882126
CHEMBL5747033,CHEMBL5747033,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(C4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)n1,IC50,=,7.2,nM,8.14,CHEMBL5733821
CHEMBL340399,CHEMBL340399,Cc1cccc(Nc2ncnc3cc(NCCc4c[nH]cn4)ncc23)c1,IC50,=,7.2,nM,8.14,CHEMBL677386
CHEMBL3219130,CHEMBL3219130,C=CC(=O)Nc1cccc(N2C(=O)C(C(C)CC)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,IC50,=,7.25,nM,8.14,CHEMBL3223694
CHEMBL5808072,CHEMBL5808072,CNC(=O)c1cc(Oc2ccc3c(c2)[C@H]2[C@H](NC(=O)c4ccc(CN5CCN(C)CC5)c(C(F)(F)F)c4)[C@H]2O3)ccn1,IC50,=,7.3,nM,8.14,CHEMBL5730778
CHEMBL939,CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,IC50,=,7.3,nM,8.14,CHEMBL1949352
CHEMBL4079768,CHEMBL4079768,C#Cc1cccc(Nc2ncnc3ccc(OCCCOP(N)(=O)N(CCCl)CCCl)cc23)c1,IC50,=,7.2,nM,8.14,CHEMBL3993803
CHEMBL2437460,CHEMBL2437460,C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCOCC5)cc4)nc32)c1,IC50,=,7.26,nM,8.14,CHEMBL2439335
CHEMBL3086106,CHEMBL3086106,C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(OC)c4)nc32)C1,IC50,=,7.2,nM,8.14,CHEMBL3088813
CHEMBL3612587,CHEMBL3612587,CCOC(=O)CCCn1c(=O)oc2cc3ncnc(Nc4cc(C(=O)OCC)ccc4O)c3cc21,IC50,=,7.3,nM,8.14,CHEMBL3614855
CHEMBL2437471,CHEMBL2437471,C=CC(=O)Nc1cccc(-n2c(=O)c(C)nc3cnc(Nc4ccc(OC)cc4)nc32)c1,IC50,=,7.24,nM,8.14,CHEMBL5730753
CHEMBL4209019,CHEMBL4209019,CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCC(CO)CC5)nc(Nc5ccc(F)cc5)nc4cn3)nc2)CC1,IC50,=,7.2,nM,8.14,CHEMBL5097728
CHEMBL5899723,CHEMBL5899723,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CN2CCN(CCOCCOCCOCCOCC#Cc3cccc4c3C(=O)N(C(C(=O)Nc3nccs3)c3cc(F)ccc3O)C4)CC2)C(C)(C)C)cc1,IC50,=,7.2,nM,8.14,CHEMBL5736750
CHEMBL4850239,CHEMBL4850239,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c([N+](=O)[O-])c3)nc3[nH]ccc23)c1,IC50,=,7.3,nM,8.14,CHEMBL4829484
CHEMBL3623290,CHEMBL3623290,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)C[C@H]1C,IC50,=,7.2,nM,8.14,CHEMBL3624312
CHEMBL340399,CHEMBL340399,Cc1cccc(Nc2ncnc3cc(NCCc4c[nH]cn4)ncc23)c1,IC50,=,7.244,nM,8.14,CHEMBL944276
CHEMBL5870500,CHEMBL5870500,C=CC(=O)N1CCC(OC2=CC3C(Nc4ccc(Cl)c(Cl)c4F)=C(C#N)C=NC3C=C2OC)CC1,IC50,=,7.2,nM,8.14,CHEMBL5738185
CHEMBL4209019,CHEMBL4209019,CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCC(CO)CC5)nc(Nc5ccc(F)cc5)nc4cn3)nc2)CC1,IC50,=,7.2,nM,8.14,CHEMBL4197225
CHEMBL3353410,CHEMBL3353410,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,=,7.2,nM,8.14,CHEMBL4625256
CHEMBL4239716,CHEMBL4239716,CSc1ccc(N(C)c2ncnc3occ(C)c23)cc1,IC50,=,7.2,nM,8.14,CHEMBL4235834
CHEMBL3797963,CHEMBL3797963,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(S(C)(=O)=O)CC4)cc3OC)ncc2SC)c1,IC50,=,7.3,nM,8.14,CHEMBL3804025
CHEMBL272634,CHEMBL272634,NNc1c(Br)cccc1Nc1ncnc2ccncc12,IC50,=,7.244,nM,8.14,CHEMBL952131
CHEMBL5891448,CHEMBL5891448,COC(=O)Cc1ccc2c(c1)[nH]/c(=N\C(=O)c1ccnc(-c3cnn(C)c3)c1)n2CC(C)(C)O,IC50,=,7.3,nM,8.14,CHEMBL5737539
CHEMBL3545154,CHEMBL3545154,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)CC1,IC50,=,7.4,nM,8.13,CHEMBL5738187
CHEMBL5079998,CHEMBL5079998,CC(OC(=O)CCCC(=O)N(CCS(C)(=O)=O)Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)c1cc2c(o1)C(=O)c1ccccc1C2=O,IC50,=,7.36,nM,8.13,CHEMBL5031645
CHEMBL5417494,CHEMBL5417494,Cc1ccccc1CN(C)c1ncnc2[nH]c(-c3ccc(CO)cc3)cc12,IC50,=,7.4,nM,8.13,CHEMBL5342459
CHEMBL4105526,CHEMBL4105526,C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3C3CC3)ccn2)c1,IC50,=,7.4,nM,8.13,CHEMBL4013157
CHEMBL4068763,CHEMBL4068763,C=CC(=O)Nc1cc(Nc2n[nH]c3cc(Nc4cccc(F)c4)ccc23)c(OC)cc1N(C)CCN(C)C,Ki,=,7.4,nM,8.13,CHEMBL4009535
CHEMBL129825,CHEMBL129825,CN(C)CCCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,IC50,=,7.413,nM,8.13,CHEMBL944276
CHEMBL4090083,CHEMBL4090083,NP(=O)(OCCCCOc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)N(CCCl)CCCl,IC50,=,7.4,nM,8.13,CHEMBL3993803
CHEMBL545315,CHEMBL31965,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl,IC50,=,7.4,nM,8.13,CHEMBL677216
CHEMBL4650281,CHEMBL4650281,C=CC(=O)N[C@H]1C=C(C)c2c(-c3cnc4ccccc4c3)c3c(N)ncnc3n2C1,IC50,=,7.4,nM,8.13,CHEMBL5367567
CHEMBL129825,CHEMBL129825,CN(C)CCCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,IC50,=,7.4,nM,8.13,CHEMBL677387
CHEMBL81073,CHEMBL81073,COc1cc2ncc(C#N)c(Nc3cc(OC)c(OC)c(OC)c3)c2cc1OC,Kd,=,7.4,nM,8.13,CHEMBL4394506
CHEMBL5646609,CHEMBL5646609,CCN1CCN(C2CCN(c3ccc(Nc4nc(Nc5ccccc5N(C)S(C)(=O)=O)c5cc[nH]c5n4)cc3F)CC2)CC1,IC50,=,7.4,nM,8.13,CHEMBL5636487
CHEMBL31965,CHEMBL31965,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,IC50,=,7.4,nM,8.13,CHEMBL674019
CHEMBL3735474,CHEMBL3735474,CO[C@H]1CCN(c2nccc(Nc3cc4c(cn3)nc(CO)n4C(C)C)n2)CC1(F)F,Ki,=,7.4,nM,8.13,CHEMBL3737823
CHEMBL270501,CHEMBL270501,CN(C)CCCCNc1c(Br)cccc1Nc1ncnc2ccncc12,IC50,=,7.413,nM,8.13,CHEMBL952131
CHEMBL545315,CHEMBL31965,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl,IC50,=,7.4,nM,8.13,CHEMBL5662068
CHEMBL5872345,CHEMBL5872345,Cn1cc(-c2cc(C(=O)/N=c3\[nH]c4ccccc4n3[C@H]3COC[C@@H](O)C3)ccn2)cn1,IC50,=,7.4,nM,8.13,CHEMBL5737540
CHEMBL545315,CHEMBL31965,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl,IC50,=,7.4,nM,8.13,CHEMBL677213
CHEMBL3353410,CHEMBL3353410,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,=,7.37,nM,8.13,CHEMBL6081649
CHEMBL3914159,CHEMBL3914159,C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)C1,IC50,=,7.4,nM,8.13,CHEMBL5738182
CHEMBL31965,CHEMBL31965,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,IC50,=,7.4,nM,8.13,CHEMBL4155044
CHEMBL3623290,CHEMBL3623290,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)C[C@H]1C,IC50,=,7.4,nM,8.13,CHEMBL3626110
CHEMBL4090083,CHEMBL4090083,NP(=O)(OCCCCOc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)N(CCCl)CCCl,IC50,=,7.4,nM,8.13,CHEMBL6083476
CHEMBL4090582,CHEMBL4090582,CN(C)C/C=C/C(=O)NCc1cccc(-c2nc(-c3ccc(F)cc3)c(-c3ccnc4[nH]c(-c5ccccc5)cc34)[nH]2)c1,IC50,=,7.41,nM,8.13,CHEMBL4052479
CHEMBL5095169,CHEMBL5095169,CO[C@@H]1CCN(c2nccc(Nc3cc4c(C(C)C)ccc(N5C[C@H](CS(C)(=O)=O)[C@H]5C)c4cn3)n2)C[C@@H]1F,IC50,=,7.4,nM,8.13,CHEMBL5141246
CHEMBL3623290,CHEMBL3623290,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)C[C@H]1C,IC50,=,7.6,nM,8.12,CHEMBL3624468
CHEMBL4740234,CHEMBL4740234,C=C(Cl)C(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)nc3)ncc2Cl)c1,IC50,=,7.5,nM,8.12,CHEMBL4730145
CHEMBL4791756,CHEMBL4791756,Fc1ccc(Br)cc1Nc1ncnc2cc3c(cc12)OCCO3,IC50,=,7.63,nM,8.12,CHEMBL4730561
CHEMBL5965216,CHEMBL5965216,CC(C)n1nc(N2CC(CN3CCN(CC4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)C2)c2cnc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)cc21,IC50,=,7.5,nM,8.12,CHEMBL5736751
CHEMBL31965,CHEMBL31965,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,IC50,=,7.6,nM,8.12,CHEMBL5732474
CHEMBL111038,CHEMBL111038,COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1OC,IC50,=,7.5,nM,8.12,CHEMBL5386735
CHEMBL4061829,CHEMBL4061829,OCCc1nc(-c2ccc(F)cc2)c(-c2ccnc3[nH]c(-c4ccccc4)cc23)[nH]1,IC50,=,7.64,nM,8.12,CHEMBL4052481
CHEMBL39811,CHEMBL39811,CN(C)CCN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,IC50,=,7.5,nM,8.12,CHEMBL677389
CHEMBL4061829,CHEMBL4061829,OCCc1nc(-c2ccc(F)cc2)c(-c2ccnc3[nH]c(-c4ccccc4)cc23)[nH]1,IC50,=,7.64,nM,8.12,CHEMBL5143769
CHEMBL5903567,CHEMBL5903567,COc1cc(N2CCC(N(C)C)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2C(=O)C(N)=O)n1,IC50,=,7.52,nM,8.12,CHEMBL5731067
CHEMBL5903567,CHEMBL5903567,COc1cc(N2CCC(N(C)C)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2C(=O)C(N)=O)n1,IC50,=,7.52,nM,8.12,CHEMBL5732710
CHEMBL3910915,CHEMBL3910915,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Br)c(C)c4)ncnc3cc2OC)CC1,IC50,=,7.6,nM,8.12,CHEMBL3882126
CHEMBL4464589,CHEMBL4464589,CCC/C=C\C(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccc(F)cc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,=,7.5,nM,8.12,CHEMBL4411959
CHEMBL4089951,CHEMBL4089951,CCC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,IC50,=,7.6,nM,8.12,CHEMBL4038017
CHEMBL3219347,CHEMBL3219347,C=CC(=O)Nc1cccc(N2C(=O)C(Cc3ccc(F)cc3)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,IC50,=,7.57,nM,8.12,CHEMBL3223694
CHEMBL5206683,CHEMBL5206683,CCOc1cc(N2CCC(N3CCN(C)CC3)CC2)c(Cl)cc1Nc1ncc(Cl)c(-c2cn(S(=O)(=O)CC)c3ccccc23)n1,IC50,=,7.5,nM,8.12,CHEMBL5165818
CHEMBL5406303,CHEMBL5406303,CCS(=O)(=O)n1cc(-c2ccnc(Nc3ccc4c(cnn4CCN(C)C)c3)n2)c2ccccc21,IC50,=,7.6,nM,8.12,CHEMBL5341566
CHEMBL5631207,CHEMBL5631207,Cc1cc(N2Cc3ccccc3C2)nc2ccc(Cl)cc12,IC50,=,7.59,nM,8.12,CHEMBL5620526
CHEMBL3545311,CHEMBL3545311,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,IC50,=,7.63,nM,8.12,CHEMBL5581453
CHEMBL39811,CHEMBL39811,CN(C)CCN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,IC50,=,7.586,nM,8.12,CHEMBL944276
CHEMBL939,CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,IC50,=,7.68,nM,8.12,CHEMBL5546057
CHEMBL300217,CHEMBL300217,Nc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,IC50,=,7.6,nM,8.12,CHEMBL680021
CHEMBL554,CHEMBL554,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,IC50,=,7.6,nM,8.12,CHEMBL5732474
CHEMBL5220061,CHEMBL5220061,OCCc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccnc4c3CC(c3ccccc3)N4)[nH]2)cc1,IC50,=,7.64,nM,8.12,CHEMBL5215207
CHEMBL5201532,CHEMBL5201532,COc1cc(/C=C/S(=O)(=O)c2ccccc2)cc(OC)c1OC,IC50,=,7.85,nM,8.11,CHEMBL5128251
CHEMBL3819120,CHEMBL3819120,O=C1N[C@H](C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2OCCN2CCCCC2)CO1,IC50,=,7.79,nM,8.11,CHEMBL3820193
CHEMBL5274166,CHEMBL5274166,CC(C)n1cc(C(N)=O)c2cnc(Nc3ccnc(-c4cnn(S(=O)(=O)C5CC5)c4)n3)cc21,Ki,=,7.8,nM,8.11,CHEMBL5253716
CHEMBL136404,CHEMBL136404,C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,IC50,=,7.7,nM,8.11,CHEMBL677216
CHEMBL4288300,CHEMBL4288300,COc1cccc(Nc2cc(Nc3cc(OC)ccc3OC)ncn2)c1,IC50,=,7.7,nM,8.11,CHEMBL4267257
CHEMBL6041434,CHEMBL6041434,CC(C)(C)CNc1ncnc2ccc(N[C@@H](c3ccc(F)cc3)c3cn(C4CC4)nn3)cc12,IC50,=,7.7,nM,8.11,CHEMBL5731071
CHEMBL5802290,CHEMBL5802290,Cn1cc(-c2cc(C(=O)/N=c3\[nH]c4cc(CCCO)ccc4n3CC(C)(C)O)ccn2)cn1,IC50,=,7.8,nM,8.11,CHEMBL5737540
CHEMBL6041434,CHEMBL6041434,CC(C)(C)CNc1ncnc2ccc(N[C@@H](c3ccc(F)cc3)c3cn(C4CC4)nn3)cc12,IC50,=,7.7,nM,8.11,CHEMBL5734893
CHEMBL2048789,CHEMBL2048789,O=C1NCc2ccc(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)cc21,IC50,=,7.8,nM,8.11,CHEMBL2050649
CHEMBL597752,CHEMBL597752,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCC(=O)NO,IC50,=,7.8,nM,8.11,CHEMBL1064921
CHEMBL5965573,CHEMBL5965573,COc1ccccc1-c1cc(C(=O)/N=c2\[nH]c3ccccc3n2[C@@H]2CC[C@H](O)[C@@H](O)C2)ccn1,IC50,=,7.7,nM,8.11,CHEMBL5737540
CHEMBL6147282,CHEMBL6147282,O[C@@H]1CCN(c2nccc(Nc3cc4n(C5CCC6(CC5)OCCO6)c(C(F)(F)F)cn4n3)n2)C[C@@H]1F,Ki,=,7.8,nM,8.11,CHEMBL6077283
CHEMBL5842694,CHEMBL5842694,COc1cc(N2CCC(N(C)C)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1,IC50,=,7.8,nM,8.11,CHEMBL5737859
CHEMBL5993587,CHEMBL5993587,CCN1CCN(CCNc2nccc(-c3c(-c4ccc(F)c(O)c4)nc4sccn34)n2)S1(=O)=O,IC50,=,7.83,nM,8.11,CHEMBL5738090
CHEMBL5198920,CHEMBL5198920,C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N(C)CCN(C)C)cc3OC)nc3[nH]ccc23)CC1,IC50,=,7.696,nM,8.11,CHEMBL5099547
CHEMBL4175782,CHEMBL4175782,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-c3ncn(C)n3)n2)c(OC)cc1N(C)CCN(C)C,IC50,=,7.7,nM,8.11,CHEMBL4154496
CHEMBL5647150,CHEMBL5647150,C=Cc1ccnc(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)c1,IC50,=,7.762,nM,8.11,CHEMBL5638808
CHEMBL5794459,CHEMBL5794459,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CC[C@H]1COC,IC50,=,7.8,nM,8.11,CHEMBL5730992
CHEMBL4072874,CHEMBL4072874,C=CC(=O)Nc1cccc(-c2c[nH]c3nccc(-c4[nH]c(-c5ccccc5)nc4-c4ccc(F)cc4)c23)c1,IC50,=,7.8,nM,8.11,CHEMBL4052479
CHEMBL603469,CHEMBL603469,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,Kd,=,7.8,nM,8.11,CHEMBL1908701
CHEMBL300217,CHEMBL300217,Nc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,IC50,=,7.762,nM,8.11,CHEMBL952131
CHEMBL4290785,CHEMBL4290785,C=CC(=O)Nc1cccc(-n2c(=O)c(=O)n(C(C)C)c3cnc(Nc4ccc(N5CCC(N6CCN(C)CC6)CC5)cc4OC)nc32)c1,IC50,=,7.8,nM,8.11,CHEMBL4427028
CHEMBL6015235,CHEMBL6015235,CC(C)(O)Cn1/c(=N/C(=O)c2ccnc(-c3cnn4ccccc34)c2)[nH]c2ccccc21,IC50,=,7.7,nM,8.11,CHEMBL5737539
CHEMBL5895755,CHEMBL5895755,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1)C1=CN(C2(C(F)(F)F)COC2)NN1,IC50,=,8.0,nM,8.10,CHEMBL5736995
CHEMBL5813354,CHEMBL5813354,Cc1n[nH]c2cccc([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)F)CC4)NN3)c12,IC50,=,8.0,nM,8.10,CHEMBL5736995
CHEMBL3663929,CHEMBL3663929,C=CC(=O)N1CC[C@@H](Oc2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)cc3)c(C(N)=O)nc2CC)C1,IC50,=,8.0,nM,8.10,CHEMBL3789747
CHEMBL3663929,CHEMBL3663929,C=CC(=O)N1CC[C@@H](Oc2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)cc3)c(C(N)=O)nc2CC)C1,IC50,=,8.0,nM,8.10,CHEMBL3789508
CHEMBL91867,CHEMBL91867,CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,=,8.0,nM,8.10,CHEMBL680018
CHEMBL266995,CHEMBL266995,Oc1cc(O)c2c(O)c(-c3cccc(Cl)c3)cnc2c1,IC50,=,8.0,nM,8.10,CHEMBL5577095
CHEMBL3758951,CHEMBL3758951,C[C@@H](Nc1ncnc2sc(-c3ccc(F)c(C=O)c3)cc12)c1ccccc1,IC50,=,8.0,nM,8.10,CHEMBL3761557
CHEMBL3759356,CHEMBL3759356,C[C@@H](Nc1ncnc2sc(-c3cccc(C(=O)O)c3)cc12)c1ccccc1,IC50,=,8.0,nM,8.10,CHEMBL3761557
CHEMBL3758283,CHEMBL3758283,CC1(C)OCc2c(Nc3n[nH]c4ccc(F)cc34)nc(-c3cn[nH]c3)nc21,Ki,=,8.0,nM,8.10,CHEMBL3762127
CHEMBL6011854,CHEMBL6011854,Cc1ccc([C@H](Nc2cc(Cl)c3ncc(C#N)c(NCC(C)(C)C)c3c2)C2=CN(C3(C(F)F)CC3)NN2)c(C)n1,IC50,=,8.0,nM,8.10,CHEMBL5736995
CHEMBL5432716,CHEMBL5432716,C=CC(=O)Nc1cc(-c2c(-c3ccccc3)oc3ncnc(NC4CCCC4)c23)ccc1N1CCOCC1,IC50,=,8.0,nM,8.10,CHEMBL5382278
CHEMBL5798869,CHEMBL5798869,CCN1CCN(Cc2ccc(C(=O)N[C@@H]3[C@H]4Oc5ccc(Oc6ccnc7c6CCC(=O)N7)cc5[C@@H]34)cc2OC(F)(F)F)CC1,IC50,=,8.0,nM,8.10,CHEMBL5730778
CHEMBL5946968,CHEMBL5946968,Cc1nc(F)ccc1[C@H](Nc1cc(C#N)c2ncc(C#N)c(NCC(C)(C)C(F)(F)F)c2c1)C1=C(F)N(C2(C3CC3)CC2)NN1,IC50,=,8.0,nM,8.10,CHEMBL5736995
CHEMBL293090,CHEMBL293090,CNCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,IC50,=,8.0,nM,8.10,CHEMBL677210
CHEMBL3416594,CHEMBL3416594,COc1ccccc1-c1cc2c(NC(CO)c3ccccc3)ncnc2s1,IC50,=,8.0,nM,8.10,CHEMBL3418211
CHEMBL3353410,CHEMBL3353410,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,=,8.0,nM,8.10,CHEMBL4411959
CHEMBL4465497,CHEMBL4465497,COc1cc2c(Nc3ccc(NC(=O)[C@H](c4ccccc4)N4Cc5ccccc5C4=O)cc3F)ncnc2cc1OCC1CCN(C)CC1,IC50,=,7.9,nM,8.10,CHEMBL4398796
CHEMBL4100860,CHEMBL4100860,C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(CCCO)nc3-c3ccc(F)cc3)ccn2)c1,IC50,=,8.0,nM,8.10,CHEMBL5143769
CHEMBL554,CHEMBL554,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,IC50,=,7.9,nM,8.10,CHEMBL3385740
CHEMBL5169450,CHEMBL5169450,COc1cc(N2CCC(N3CCN(C)CC3)CC2)c(C)cc1Nc1ncc(Br)c(Nc2ccc3nccnc3c2P(C)(C)=O)n1,IC50,=,7.92,nM,8.10,CHEMBL5143770
CHEMBL4648271,CHEMBL4648271,CCN(CC)C/C=C/C(=O)N1CCOc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3cc21,IC50,=,8.0,nM,8.10,CHEMBL4628613
CHEMBL56912,CHEMBL56912,COCCNCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,IC50,=,8.0,nM,8.10,CHEMBL677210
CHEMBL206783,CHEMBL206783,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCCC[C@@H]1C(N)=O,IC50,=,8.0,nM,8.10,CHEMBL853149
CHEMBL4205392,CHEMBL4205392,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(CC)c3n2)C[C@H]1F,IC50,=,8.0,nM,8.10,CHEMBL4178351
CHEMBL5172794,CHEMBL5172794,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1,IC50,=,8.0,nM,8.10,CHEMBL6109436
CHEMBL4648271,CHEMBL4648271,CCN(CC)C/C=C/C(=O)N1CCOc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3cc21,IC50,=,8.0,nM,8.10,CHEMBL6083476
CHEMBL5849925,CHEMBL5849925,COC1=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(NCC(C)(C)C)c3c2)c2ccc(F)nc2C)NNN1C,IC50,=,8.0,nM,8.10,CHEMBL5736995
CHEMBL5757238,CHEMBL5757238,C=CC(=O)Nc1cc(Nc2nccc(-c3cnc4c(ccn4C)c3)n2)c(OC)cc1N(C)CCN(C)C,IC50,=,8.0,nM,8.10,CHEMBL5734430
CHEMBL207687,CHEMBL207687,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@@H](C)C(N)=O,IC50,=,8.0,nM,8.10,CHEMBL853149
CHEMBL3233778,CHEMBL3233778,CCN(CC)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,IC50,=,8.0,nM,8.10,CHEMBL3238947
CHEMBL3233776,CHEMBL3233776,O=C(/C=C/CNCc1ncccn1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,IC50,=,8.0,nM,8.10,CHEMBL3238947
