molecule_chembl_id,parent_molecule_chembl_id,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,assay_chembl_id
CHEMBL2180204,CHEMBL2180204,C=CC(=O)N1CCC[C@@H](n2nc(-c3cccc(C(F)(F)F)c3)c3c(N)ncnc32)C1,IC50,=,220.0,nM,6.66,CHEMBL4041414
CHEMBL574738,CHEMBL574738,CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,Kd,=,220.0,nM,6.66,CHEMBL1061068
CHEMBL5405276,CHEMBL5405276,CCC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)cc2cnn(CCN(C)C)c12,IC50,=,217.0,nM,6.66,CHEMBL5341566
CHEMBL338935,CHEMBL338935,CO[C@H]1[C@@H](N(C)C(=O)CN)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,IC50,=,220.0,nM,6.66,CHEMBL677890
CHEMBL5563305,CHEMBL5563305,CCCCOc1ccc2oc(=O)cc(C3SC(N(C(C)=O)[C@@H]4O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]4OC(C)=O)=NN3C(C)=O)c2c1,IC50,=,220.0,nM,6.66,CHEMBL5513677
CHEMBL5286373,CHEMBL5286373,COc1ccc(CNc2nc3ccccc3c(NCc3ccc(OC)cc3)c2[N+](=O)[O-])cc1,IC50,=,220.0,nM,6.66,CHEMBL5228585
CHEMBL5870784,CHEMBL5870784,C=CC(=O)Nc1cc(Nc2nccc(-c3cnn(C)c3)n2)c(OC)cc1N1CCC(N(C)C)CC1,IC50,=,218.0,nM,6.66,CHEMBL5734430
CHEMBL2426290,CHEMBL2426290,COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1ncc(F)c(-c2cnn3ccccc23)n1,IC50,=,220.0,nM,6.66,CHEMBL2427158
CHEMBL2105717,CHEMBL2105717,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,IC50,=,225.0,nM,6.65,CHEMBL4021255
CHEMBL1172781,CHEMBL1172781,OC[C@@H](Nc1ncnc2oc(-c3ccccc3)c(-c3ccccc3)c12)c1ccccc1,IC50,=,223.0,nM,6.65,CHEMBL1176122
CHEMBL5558740,CHEMBL5558740,COc1cc(OCc2cccc(-c3ccccc3)c2C)ccc1CNCCCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,IC50,=,222.3,nM,6.65,CHEMBL5511075
CHEMBL5398132,CHEMBL5398132,C=CC(=O)Nc1cc(-c2c(-c3ccccc3)oc3ncnc(NC4CCCC4)c23)ccc1OCCN(C)C,IC50,=,223.0,nM,6.65,CHEMBL5382277
CHEMBL3676373,CHEMBL3676373,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC(C)(C)NC(=O)CN(C)C,IC50,=,222.0,nM,6.65,CHEMBL5729820
CHEMBL5964556,CHEMBL5964556,C=CC(=O)N1CCOc2ccc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)C(=O)N(C)C)n3)cc21,IC50,=,225.0,nM,6.65,CHEMBL5731065
CHEMBL5902883,CHEMBL5902883,Cc1nc(N(C)c2ccc3c(c2)OCC3)c2cc(C)oc2n1,IC50,=,226.0,nM,6.65,CHEMBL5732418
CHEMBL5270506,CHEMBL5270506,COc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1Nc1ccc2[nH]ccc2c1,IC50,=,224.0,nM,6.65,CHEMBL5263206
CHEMBL5964556,CHEMBL5964556,C=CC(=O)N1CCOc2ccc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)C(=O)N(C)C)n3)cc21,IC50,=,225.0,nM,6.65,CHEMBL5732708
CHEMBL5281203,CHEMBL5281203,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,=,224.0,nM,6.65,CHEMBL5238849
CHEMBL5200598,CHEMBL5200598,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(-c2cn(S(=O)(=O)C3CC3)c3ccccc23)n1,IC50,=,222.3,nM,6.65,CHEMBL5165817
CHEMBL203936,CHEMBL203936,COc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1OC1CCN(C)CC1,IC50,=,225.0,nM,6.65,CHEMBL868329
CHEMBL5188618,CHEMBL5188618,COc1cc(N(C)CCN(C)C)c(NC(=O)c2cnccn2)cc1Nc1nccc(-c2cn(C)c3ccccc23)n1,IC50,=,224.0,nM,6.65,CHEMBL5140664
CHEMBL4098072,CHEMBL4098072,C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,Ki,=,224.0,nM,6.65,CHEMBL5120707
CHEMBL3676373,CHEMBL3676373,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC(C)(C)NC(=O)CN(C)C,IC50,=,222.0,nM,6.65,CHEMBL3705421
CHEMBL6027769,CHEMBL6027769,Cn1cc(-c2cc(C(=O)/N=c3\[nH]c4cc(CN5CCOCC5)ccc4n3[C@H]3CC[C@@H](O)CC3)cc(F)n2)cn1,IC50,=,225.0,nM,6.65,CHEMBL5737542
CHEMBL4226702,CHEMBL4226702,C=CC(=O)Nc1cccc(NC(=O)Nc2ccnc(Nc3ccc(N4CCOCC4)cc3OC)n2)c1,IC50,=,225.0,nM,6.65,CHEMBL4222198
CHEMBL4278325,CHEMBL4278325,C=CC(=O)Nc1cccc(-n2c(=O)c(=O)n(C(C)C)c3cnc(Nc4ccc(N(C)CCN(C)C)cc4OC)nc32)c1,IC50,=,223.0,nM,6.65,CHEMBL4427027
CHEMBL5188281,CHEMBL5188281,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(-c2cn(S(=O)(=O)C(C)C)c3ccccc23)n1,IC50,=,222.3,nM,6.65,CHEMBL6089388
CHEMBL1172781,CHEMBL1172781,OC[C@@H](Nc1ncnc2oc(-c3ccccc3)c(-c3ccccc3)c12)c1ccccc1,IC50,=,223.0,nM,6.65,CHEMBL4416105
CHEMBL6152761,CHEMBL6198083,[2H]C([2H])([2H])n1cc(-c2ccnc(Nc3cc(NC(=O)C=C)c(N4CCC(N5CCN(C)CC5)CC4)cc3OC)n2)c2ccccc21,IC50,=,221.7,nM,6.65,CHEMBL6107142
CHEMBL4102577,CHEMBL4102577,CCC(=O)Nc1cccc(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,IC50,=,223.0,nM,6.65,CHEMBL4013164
CHEMBL3545396,CHEMBL3545396,COc1cccc(Nc2ncnn3ccc(CN4CC[C@@H](N)[C@H](O)C4)c23)c1,Kd,=,225.0,nM,6.65,CHEMBL3991696
CHEMBL4450934,CHEMBL4450934,CCC(=O)N1CCC[C@@H](n2c(=O)c(-c3ccc(F)cc3Cl)c(C)c3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,IC50,=,224.1,nM,6.65,CHEMBL4375049
CHEMBL4104717,CHEMBL4104717,CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCC6(CCN(C)CC6)CC5)c(C)c4)nc32)C1,IC50,=,224.5,nM,6.65,CHEMBL4038017
CHEMBL554,CHEMBL554,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,IC50,=,224.89,nM,6.65,CHEMBL4274202
CHEMBL3353410,CHEMBL3353410,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,=,225.0,nM,6.65,CHEMBL4270447
CHEMBL4098072,CHEMBL4098072,C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,Ki,=,224.0,nM,6.65,CHEMBL5534726
CHEMBL5188618,CHEMBL5188618,COc1cc(N(C)CCN(C)C)c(NC(=O)c2cnccn2)cc1Nc1nccc(-c2cn(C)c3ccccc23)n1,IC50,=,224.0,nM,6.65,CHEMBL5577210
CHEMBL1172781,CHEMBL1172781,OC[C@@H](Nc1ncnc2oc(-c3ccccc3)c(-c3ccccc3)c12)c1ccccc1,IC50,=,223.0,nM,6.65,CHEMBL1273341
CHEMBL5854206,CHEMBL5854206,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn(C)c3)n2)c(OC)cc1N1CCC(N(C)C)CC1,IC50,=,228.0,nM,6.64,CHEMBL5734430
CHEMBL5567575,CHEMBL5567575,C=CC(=O)N1CC(Oc2cc3c(-c4c[nH]nc4-c4cccc(OC)c4)ncnc3cc2OC)C1,IC50,=,230.0,nM,6.64,CHEMBL5511551
CHEMBL124660,CHEMBL124660,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,Kd,=,230.0,nM,6.64,CHEMBL1060190
CHEMBL5771584,CHEMBL5771584,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCN2CCN(Cc3ccc(-c4cc5c(NCc6ccccc6Cl)ncnc5[nH]4)cc3)CC2)C(C)(C)C)cc1,IC50,=,230.0,nM,6.64,CHEMBL5736750
CHEMBL3403513,CHEMBL3403513,Cc1nc(N(C)c2ccc3c(c2)CCO3)c2cc(C)oc2n1,IC50,=,226.4,nM,6.64,CHEMBL3404061
CHEMBL80030,CHEMBL80030,C=C(CN(C)C)C(=O)c1ccc(OS(=O)(=O)c2ccc(C(=O)O)cc2)cc1,IC50,=,230.0,nM,6.64,CHEMBL677209
CHEMBL5926423,CHEMBL5926423,C=CC(=O)N1CC(Oc2cc3c(Nc4cccc(-c5cnco5)c4)ncnc3cc2OC)C1,IC50,=,230.0,nM,6.64,CHEMBL5738182
CHEMBL3759015,CHEMBL3759015,COc1cc2c(Nc3ccc(NC(=O)c4cccc(Cl)c4)cc3)ncnc2cc1OCCCN1CCOCC1,IC50,=,230.0,nM,6.64,CHEMBL3760417
CHEMBL29197,CHEMBL29197,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,IC50,=,230.0,nM,6.64,CHEMBL2050143
CHEMBL1095761,CHEMBL1095761,Nc1nc(Nc2cccc(Br)c2)c2cc(Cc3ccc(Cl)cc3Cl)[nH]c2n1,IC50,=,230.0,nM,6.64,CHEMBL1959298
CHEMBL287289,CHEMBL287289,CN(C)CCCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,IC50,=,230.0,nM,6.64,CHEMBL676156
CHEMBL3663929,CHEMBL3663929,C=CC(=O)N1CC[C@@H](Oc2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)cc3)c(C(N)=O)nc2CC)C1,IC50,=,230.0,nM,6.64,CHEMBL3789751
CHEMBL5773557,CHEMBL5773557,C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(C(F)(F)F)cc4)ncnc3cc2OC)C1,IC50,=,230.0,nM,6.64,CHEMBL5738186
CHEMBL567331,CHEMBL567331,c1csc(CNc2ncnc3ccc(-c4ccc5c(c4)OCO5)cc23)c1,Kd,=,230.0,nM,6.64,CHEMBL1039046
CHEMBL29197,CHEMBL29197,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,IC50,=,230.0,nM,6.64,CHEMBL1932339
CHEMBL126372,CHEMBL126372,OCC(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,IC50,=,227.0,nM,6.64,CHEMBL673451
CHEMBL287289,CHEMBL287289,CN(C)CCCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,IC50,=,229.09,nM,6.64,CHEMBL1798351
CHEMBL124660,CHEMBL124660,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,Kd,=,230.0,nM,6.64,CHEMBL1244804
CHEMBL29197,CHEMBL29197,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,IC50,=,230.0,nM,6.64,CHEMBL1252156
CHEMBL5188399,CHEMBL5188399,C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3-c3cccc(NC(=O)c4c(F)ccc(O)c4CN4C(=O)c5ccccc5C4=O)c3)ccn2)c1,Ki,=,227.0,nM,6.64,CHEMBL6096536
CHEMBL4288262,CHEMBL4288262,Clc1ccc(Nc2cc(Nc3cccc(Cl)n3)ncn2)cc1,IC50,=,229.0,nM,6.64,CHEMBL4267257
CHEMBL323424,CHEMBL323424,COc1cc2ncc(C#N)c(Nc3ccc(C(C)C)cc3)c2cc1OC,IC50,=,229.09,nM,6.64,CHEMBL1798351
CHEMBL593294,CHEMBL593294,COc1cc2ncnc(Nc3ccc(-c4nc5ccccc5s4)cc3O)c2cc1OCCCN1CCN(C)CC1,IC50,=,230.0,nM,6.64,CHEMBL1073378
CHEMBL5558538,CHEMBL5558538,O=C(c1cccc(-c2ccc3ncnc(N4CCc5ccccc54)c3n2)c1)N1CCNCC1,IC50,=,230.0,nM,6.64,CHEMBL5503547
CHEMBL5613826,CHEMBL5613826,CN(C)c1nc(Cl)nc(NC2=NN(c3ccc(C(F)(F)F)cc3)C(c3ccc(C(F)(F)F)cc3)C2)n1,IC50,=,229.4,nM,6.64,CHEMBL5609686
CHEMBL4203110,CHEMBL4203110,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2N=[N+]=[N-])n1,IC50,=,230.0,nM,6.64,CHEMBL4179474
CHEMBL29197,CHEMBL29197,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,IC50,=,230.0,nM,6.64,CHEMBL1115349
CHEMBL29197,CHEMBL29197,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,IC50,=,230.0,nM,6.64,CHEMBL3888922
CHEMBL4453276,CHEMBL4453276,CCC(=O)N1CCC[C@@H](n2c(=O)c(-c3ccccc3C)c(C)c3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,IC50,=,227.9,nM,6.64,CHEMBL4375049
CHEMBL124660,CHEMBL124660,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,Kd,=,230.0,nM,6.64,CHEMBL1908696
CHEMBL5290971,CHEMBL5290971,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3cc2O[C@H]2CCOC2)CC1,IC50,=,227.0,nM,6.64,CHEMBL5255138
CHEMBL5290095,CHEMBL5290095,C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2O[C@@H](C)CCCCCC)CC1,IC50,=,227.0,nM,6.64,CHEMBL5255138
CHEMBL451074,CHEMBL451074,O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(cnn5S(=O)(=O)c5cccc(F)c5)c4)c3s2)C1)N1CCOCC1,IC50,=,230.0,nM,6.64,CHEMBL964194
CHEMBL5265927,CHEMBL5265927,COc1cc2c(Nc3ccc(Oc4ccc(C)cc4)cc3)ncnc2cc1OCC1CCN(C)CC1,IC50,=,230.0,nM,6.64,CHEMBL5250194
CHEMBL3353410,CHEMBL3353410,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,=,228.9,nM,6.64,CHEMBL5263207
CHEMBL5436634,CHEMBL5436634,Cn1cc(-c2ccnc(Nc3cccc(OCCCCn4ccnc4[N+](=O)[O-])c3)n2)c2ccccc21,IC50,=,227.0,nM,6.64,CHEMBL5327705
CHEMBL1784637,CHEMBL1784637,CNC(=O)c1ncc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(CCO)CC4)c(C(F)(F)F)c3)ccc2C)n1C,IC50,=,231.0,nM,6.64,CHEMBL1785574
CHEMBL219557,CHEMBL219557,COc1cc(Nc2c(C#N)cnc3cc(-c4coc(CN5CCN(C)CC5)c4)c(OC)cc23)c(Cl)cc1Cl,IC50,=,230.0,nM,6.64,CHEMBL910453
CHEMBL6006366,CHEMBL6006366,CCCCCCCCCC(=O)N[C@@H]1[C@H]2Oc3ccc(Oc4ccnc5c4CCC(=O)N5)cc3[C@@H]12,IC50,=,230.0,nM,6.64,CHEMBL5730777
CHEMBL29197,CHEMBL29197,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,IC50,=,230.0,nM,6.64,CHEMBL2343569
CHEMBL6037318,CHEMBL6037318,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCN4CCN(Cc5ccc(-c6cc7c(NCc8ccccc8Cl)ncnc7[nH]6)cc5)CC4)c3C2=O)C(=O)N1,IC50,=,230.0,nM,6.64,CHEMBL5736750
CHEMBL1093235,CHEMBL1093235,O=[N+]([O-])c1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccccc3)n2)c1,IC50,=,230.0,nM,6.64,CHEMBL1108837
CHEMBL308593,CHEMBL308593,Cc1[nH]c2ncnc(Nc3cccc(Cl)c3)c2c1-c1ccccc1,IC50,=,230.0,nM,6.64,CHEMBL677880
CHEMBL491473,CHEMBL491473,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,Kd,=,230.0,nM,6.64,CHEMBL1908693
CHEMBL29197,CHEMBL29197,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,IC50,=,230.0,nM,6.64,CHEMBL5736803
CHEMBL2437468,CHEMBL2437468,C=CC(=O)Nc1ccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)cc1,IC50,=,229.0,nM,6.64,CHEMBL5730755
CHEMBL5517918,CHEMBL5517918,C=CC(=O)N1C[C@@H](n2cc(-c3ccncc3)c(-c3cccc(OCc4ccc5c(c4)CN(C)C5=O)c3)n2)C[C@@H]1C,IC50,=,230.0,nM,6.64,CHEMBL5511552
CHEMBL3678959,CHEMBL3678959,CC(C)n1c(NC2CCCCC2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,IC50,=,228.0,nM,6.64,CHEMBL3887186
CHEMBL3633933,CHEMBL3633933,CCNC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2c1,IC50,=,227.0,nM,6.64,CHEMBL3636784
CHEMBL29197,CHEMBL29197,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,IC50,=,230.0,nM,6.64,CHEMBL5737330
CHEMBL4100655,CHEMBL4100655,C=CC(=O)N1CCC[C@@H](n2nc(-c3cccc(F)c3)c3c(N)ncnc32)C1,IC50,=,230.0,nM,6.64,CHEMBL4041414
CHEMBL2064380,CHEMBL2064380,CCOC(=O)c1ccc(O)c(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)c1,IC50,=,230.0,nM,6.64,CHEMBL2066000
CHEMBL4852664,CHEMBL4852664,C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCN/C(=N\C#N)Nc4cccnc4)cc23)c1,IC50,=,228.0,nM,6.64,CHEMBL4819611
CHEMBL24828,CHEMBL24828,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,Kd,=,230.0,nM,6.64,CHEMBL1908701
CHEMBL4780855,CHEMBL4780855,CN(C)CCNc1ccc(Nc2nc(Oc3ccc4ccc(=O)[nH]c4c3)c3sccc3n2)cc1F,IC50,=,230.0,nM,6.64,CHEMBL4770070
CHEMBL5800758,CHEMBL5800758,O=C(/N=c1\[nH]c2ccccc2n1[C@H]1CC[C@@H](O)CC1)c1ccnc(-c2cnn(C(F)F)c2)c1,IC50,=,231.0,nM,6.64,CHEMBL5737542
CHEMBL4753913,CHEMBL4753913,COc1ccc(/C=C2/N=C(c3ccc(Cl)cc3)N(C(=O)Cc3nc4c(c(C)nn4-c4ccccc4)c(=O)[nH]3)NC2=O)cc1,IC50,=,226.7,nM,6.64,CHEMBL4737325
CHEMBL4213021,CHEMBL4213021,Nc1ccc2oc3nccc(NCc4cccc(Br)c4)c3c2c1,Ki,=,230.0,nM,6.64,CHEMBL4190463
CHEMBL5208312,CHEMBL5208312,COc1cc2ncnc3c2cc1OCCCCCCOc1cc(F)c(Cl)cc1N3,IC50,=,235.5,nM,6.63,CHEMBL5153035
CHEMBL5424694,CHEMBL5424694,CN(Cc1ccncc1)c1ncnc2[nH]c(-c3ccc(CO)cc3)cc12,IC50,=,236.0,nM,6.63,CHEMBL5342459
CHEMBL5205581,CHEMBL5205581,CCS(=O)(=O)n1cc2c3ccc(cc31)OCCCCCCOc1cc(ccc1N1CCOCC1)Nc1ncc(Cl)c-2n1,IC50,=,236.4,nM,6.63,CHEMBL5165819
CHEMBL4088200,CHEMBL4088200,O=C(Nc1ccc2nccc(Nc3cccc(Cl)c3)c2c1)C1CCC2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3,IC50,=,235.6,nM,6.63,CHEMBL3999846
CHEMBL4787536,CHEMBL4787536,C=CC(=O)Nc1cccc(Nc2cc(-n3c(SC)nnc3-c3ccc(F)cc3)ccn2)c1,IC50,=,234.4,nM,6.63,CHEMBL4707740
CHEMBL4750343,CHEMBL4750343,COc1ccc(C2N=C(C(N)=O)c3ncn(-c4ccc(N5CCN(C)CC5)c([N+](=O)[O-])c4)c3N2)cc1OC,IC50,=,236.38,nM,6.63,CHEMBL4700377
CHEMBL4475780,CHEMBL4475780,C=CC(=O)N(c1ccc(Cl)cc1F)c1ncnc2cc(OC)c(OCCCN3CCOCC3)cc12,IC50,=,234.0,nM,6.63,CHEMBL4385373
CHEMBL5427952,CHEMBL5427952,CC[C@H](C)Nc1cc(Nc2ccnc(-c3cnn(S(=O)(=O)C4CC4)c3)n2)ncc1C(=O)N1CC(C(C)(C)O)C1,IC50,=,235.0,nM,6.63,CHEMBL5358075
CHEMBL4173696,CHEMBL4173696,C/C=C/c1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c(OCCCN4CCOCC4)cc23)cc1,IC50,=,235.5,nM,6.63,CHEMBL4148357
CHEMBL5750515,CHEMBL5750515,O=C1CCc2c(Oc3ccc4c(c3)[C@H]3[C@H](NC(=O)c5cccc(C(F)(F)F)n5)[C@H]3O4)ccnc2N1,IC50,=,234.0,nM,6.63,CHEMBL5730778
CHEMBL6036686,CHEMBL6036686,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnc4c(cnn4C)c3)n2)c(OC)cc1N1CCC(N(C)C)CC1,IC50,=,233.0,nM,6.63,CHEMBL5734430
CHEMBL5872256,CHEMBL5872256,N#Cc1cnc2c(Cl)cc(NC(C3=CN(C4CCN(C(=O)OCc5ccccc5)CC4)NN3)c3cccnc3)cc2c1Nc1ccc(F)c(Cl)c1,IC50,=,232.0,nM,6.63,CHEMBL5736995
CHEMBL3087197,CHEMBL3087197,C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccccc4)nc32)C1,IC50,=,235.4,nM,6.63,CHEMBL3088813
CHEMBL399438,CHEMBL399438,N#Cc1cnc2cc(-c3ccc(CN4CCOCC4)cc3)ccc2c1N[C@@H]1C[C@H]1c1ccccc1,IC50,=,234.0,nM,6.63,CHEMBL923922
CHEMBL5441026,CHEMBL5441026,Cn1cc(-c2ccnc(Nc3cccc(OCCCCn4cnc([N+](=O)[O-])c4)c3)n2)c2ccccc21,IC50,=,233.0,nM,6.63,CHEMBL5327705
CHEMBL3353410,CHEMBL3353410,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,=,236.6,nM,6.63,CHEMBL5038289
CHEMBL5619848,CHEMBL5619848,COC(=O)c1nn2c(NC(C)(C)C)nc3cc(Cl)ccc3c2c1C(=O)OC,IC50,=,235.0,nM,6.63,CHEMBL5614860
CHEMBL93464,CHEMBL93464,C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,=,236.0,nM,6.63,CHEMBL680018
CHEMBL5271043,CHEMBL5271043,CN1CCN(c2ccc(Nc3ncc(F)c(Nc4ccc5[nH]ccc5c4)n3)cc2)CC1,IC50,=,232.0,nM,6.63,CHEMBL5263206
CHEMBL5861020,CHEMBL5861020,Cc1nn(C)cc1-c1cc(C(=O)/N=c2\[nH]c3ccccc3n2C2CCCC2)ccn1,IC50,=,236.0,nM,6.63,CHEMBL5737543
CHEMBL3092304,CHEMBL3092304,C#CCNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,IC50,=,232.0,nM,6.63,CHEMBL3095060
CHEMBL5853395,CHEMBL5853395,Cn1cc(-c2cc(C(=O)/N=c3\[nH]c4ccccc4n3CC(C)(C)CO)ccn2)cn1,IC50,=,234.0,nM,6.63,CHEMBL5737541
CHEMBL3806172,CHEMBL3806172,CCOC(C)Oc1cc2ncnc(Nc3ccc(F)c([N+](=O)[O-])c3)c2c2c1OCCO2,IC50,=,232.3,nM,6.63,CHEMBL3807186
CHEMBL273789,CHEMBL273789,CS(=O)(=O)CCN(CCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)C(=O)C(F)(F)F,IC50,=,234.42,nM,6.63,CHEMBL944276
CHEMBL6159659,CHEMBL6159659,C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3-c3cccc(NC(=O)c4ccccc4CN4Cc5ccccc5C4=O)c3)ccn2)c1,Ki,=,234.0,nM,6.63,CHEMBL6096536
CHEMBL3545311,CHEMBL3545311,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,IC50,=,235.0,nM,6.63,CHEMBL5637219
CHEMBL5272206,CHEMBL5272206,CN1CCN(c2ccc(Nc3ncc(Br)c(Nc4ccc5nccnc5c4)n3)cc2)CC1,IC50,=,236.0,nM,6.63,CHEMBL5263205
CHEMBL5286092,CHEMBL5286092,C=CC(=O)Nc1cc(Nc2ncc(Br)c(Nc3ccc4cc[nH]c4c3)n2)ccc1N1CCN(C)CC1,IC50,=,233.8,nM,6.63,CHEMBL5263207
CHEMBL1242376,CHEMBL1242376,Nc1ncnc2c1c(-c1ccc(Br)c(O)c1)nn2C1CCCC1,IC50,=,236.0,nM,6.63,CHEMBL1243977
CHEMBL3905242,CHEMBL3905242,COc1cc2c(Nc3ccc(NC(=O)Nc4ccc(Cl)cc4)cc3)ncnc2cc1OCCCN1CCN(C)CC1,IC50,=,235.0,nM,6.63,CHEMBL3877875
CHEMBL5429838,CHEMBL5429838,C=CC(=O)Nc1cccc(-c2c(-c3ccncc3)oc3ncnc(NC4CCCC4)c23)c1,IC50,=,235.0,nM,6.63,CHEMBL5382277
CHEMBL3436360,CHEMBL3546976,CN1CCN(C(=O)c2ccc(-c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)o2)CC1.Cc1ccc(S(=O)(=O)O)cc1,IC50,=,232.4,nM,6.63,CHEMBL2439214
