name,molecule_chembl_id,smiles,max_phase,best_pchembl,best_standard_nM,activity_types,source,zinc_id,replicate
,,CCOC1CC(CC(=O)N2C[C@H](C)[C@H](CNC(=O)CCC(C)C)C2)C1,,,,,,ZINCpy000004T23M,3
,,CC=CCC(=O)N1CCN(C(=O)C2[C@@H]3CC[C@@H]23)C[C@H]1CO,,,,,,ZINClc00000Gf97h,3
,,CC[C@H](C)[C@@H](O)C(=O)NCCNC(=O)[C@@H](C)c1cccnc1,,,,,,ZINCme00000aQKkT,3
,,CC=C[C@H](O)C(=O)N(C)CCCCC(=O)N1CCN(C)C(=O)[C@H]1CC,,,,,,ZINCpc000015KcwV,3
,,C[C@@H](Cn1cc(CN(C)C)nn1)NC(=O)C(C)(C)[C@H]1CCCN(C)C1,,,,,,ZINCpi000002FEuw,3
,,CC=C[C@H](O)C(=O)N(C)CCCCC(=O)N(C)Cc1cn(CC)nn1,,,,,,ZINCpe000015Kcxn,3
,,CCC[C@H]1CCOC[C@@H]1Nc1ccc(Br)cc1,,,,,,ZINChK00000ctCbH,3
,,C#CCCN(CC)C(=O)C[C@H](C)NC(=O)c1ccc([N+](=O)[O-])o1,,,,,,ZINCnl00001A1OzP,3
,,CCC[C@H](O)C(=O)N(C)CC(C)(C)C(=O)N1C[C@H]2CC[C@H](O)[C@H](O)[C@H]21,,,,,,ZINCp5000015KcwM,3
,,CCc1ccc(C(=O)NC[C@@H]2CCN2C(=O)c2cc(C)ns2)cc1N,,,,,,ZINCps000003MDOB,3
,,CC[C@@H](C)NC(=NC[C@H](C)CN1CCOCC1)NC1CC1,,,,,,ZINClk00000jRX40,3
,,C#CCOCC(=O)N1CCC[C@@H](NC(=O)c2ncoc2CC)C1,,,,,,ZINCnc00000gXuXN,3
,,CCOC(=O)C1(NC(=O)[C@@H](NC(=O)[C@H](C)CSC)c2cccs2)CC1,,,,,,ZINCpr00000mde0c,3
,,C#CCOCC(=O)N1CCCN(C(=O)c2cc(C)on2)C[C@H]1C,,,,,,ZINCnc00000gXuTZ,3
,,CSC[C@@H](C)C(=O)N1CC=C(CNC(=O)C2=CCCS2)CC1,,,,,,ZINCms000002TvSO,3
,,CC1(CONC(=O)NCc2cccc(Br)c2OC(F)F)CCC1,,,,,,ZINCnJ00000itQug,3
,,CNC(=O)C[C@H](C)NC(=O)C[C@@H](C)CNC(=O)c1c(C)noc1C,,,,,,ZINCoc00000HSAzI,3
,,COC[C@H](C)n1cc(C[C@@H](CO)NCC(=O)C(C)(C)C)nn1,,,,,,ZINCmb000010ty05,3
,,CC[C@@H](C)[C@H](O)C(=O)NCCNC(=O)c1nc(Br)sc1C,,,,,,ZINClk00000jRXOL,3
,,C[C@H](C(=O)N1C[C@H](NC(=O)[C@]23CCC(=O)N2CCS3)C[C@@H]1C)C1CC1,,,,,,ZINCpi000002KIJN,3
,,C=C(C)CC(=O)N1CC[C@@]2(CCN(C(=O)c3ccc(O)cc3F)C2)C1,,,,,,ZINCpv0000064Jub,3
,,CC[C@@H](C)NC(=NCc1cnn(C)n1)N1CC[C@](C)(F)C1,,,,,,ZINClk00000jRX8h,3
,,COC[C@H](C)n1cc(C[C@H](O)C(=O)N2CC(=O)N(C)C2)nn1,,,,,,ZINCm4000010ty0h,3
,,CC(=O)N[C@H](C(=O)NC[C@H]1CCN(C(=O)[C@@H]2CSCCS2)C1)[C@H](C)O,,,,,,ZINCp500000VWi42,3
,,C[C@@]1(CONC(=O)[C@@H](c2cccc(Br)c2)C2CCC2)CCCO1,,,,,,ZINCnJ00000itQuc,3
,,CCOC(=O)C1(NC(=O)Cn2cc(-c3cccc(F)c3Br)nn2)CC1,,,,,,ZINCpq00000mde0e,3
,,CC[C@@H](C)NC(=NCC=CC(=O)NC)N1CC[C@@H](SC)C1,,,,,,ZINClk00000jRWQB,3
,,C[C@H](C(=O)N1CC[C@](O)([C@@H](C)NC(=O)[C@@H]2CCSC2)C1)n1cccc1,,,,,,ZINCpi000002KGCZ,3
,,CSC=CC(=O)N1CC[C@H]2CCN(C(=O)c3ncc(C)cc3Br)[C@@H]2C1,,,,,,ZINCpA00000eIQnM,3
,,CC1(CONC(=O)Cc2csc(=NC[C@H]3CCCS3)[nH]2)CCC1,,,,,,ZINCnC00000itQub,3
,,CC(=O)N[C@H](C(=O)NCCCNC(=O)c1scnc1C1CC1)[C@H](C)O,,,,,,ZINCp700000VWi3s,3
,,CC(=O)N[C@@H](C(=O)NCCCNC(=O)[C@H](C)c1cc[nH]n1)C(C)(C)C,,,,,,ZINCpc00000VWi3A,3
,,C[C@H](C(=O)N1C[C@H]2CN(C(=O)c3nncs3)C[C@H]2C1)c1cccnc1,,,,,,ZINCpi000002KJb4,3
,,CNC(=O)C[C@H](C)NC(=O)C[C@@H](C)NC(=O)c1cc(C)c(C)cn1,,,,,,ZINCoe00000HSAzN,3
,,C[C@H](C(=O)N1C[C@H]2CC(NC(=O)CCS(C)(=O)=O)C[C@@H]2C1)C1CCC1,,,,,,ZINCpi000002KIVo,3
,,CCOC(=O)C1(NC(=O)[C@@H](F)[C@H](C)CNC(=O)CCC(C)(C)C)CC1,,,,,,ZINCpr00000mde03,3
,,COC[C@@H](C)n1cc(C[C@H](O)C(=O)N2CCO[C@@H](C)C2)nn1,,,,,,ZINCm5000010ty0f,3
,,O=C(Oc1cc(Br)cc([N+](=O)[O-])c1)c1cc2c(nn1)CCOC2,,,,,,ZINCnu00000mxBL7,3
,,CCC[C@H]1CCCCN1N1CCN(Cc2cc(C)ccc2OC)CC1,,,,,,ZINCpG00000oJlUg,3
,,C[C@@H](CCCO)CN(Cc1ccsn1)C(=O)C1(CF)CCOCC1,,,,,,ZINCow00000pehne,3
,,O=C(NNS(=O)(=O)CCc1ccccc1Cl)c1ccncc1Cl,,,,,,ZINCnr00000mxBKP,3
,,CCc1cc(Cl)cc(C(=O)N(C)CCNC(=O)[C@H](O)CC(F)F)c1,,,,,,ZINCor00000jve64,3
,,O=C(c1cc2c(F)cc(F)cc2[nH]1)N1CCCC[C@H]1[C@@H]1CCCO1,,,,,,ZINCoG000003Uofx,3
,,C#CCOCC(=O)N1CCC[C@@H]1CN(C)C(=O)[C@@H](C#N)C1CC1,,,,,,ZINCnc00000gXuYH,3
,,COC[C@@H](C)n1cc(C[C@@H](O)C(=O)NCCC(C)(C)F)nn1,,,,,,ZINCmc000010ty0m,3
,,COC[C@H](C)n1cc(C[C@@H](O)C(=O)NC2(C)CCCC2)nn1,,,,,,ZINCme000010ty0i,3
,,C[C@@H](NC(=O)[C@H]1C[C@H]1C(N)=O)C1(O)CN(C(=O)c2csc(Cl)c2)C1,,,,,,ZINCo800000sHoBt,3
,,CN(CC(=O)N[C@@H](CO)CC1CCCC1)C(=O)[C@H]1C[C@H]2CC[C@@H]1C2,,,,,,ZINCop00000FBJVX,3
,,C[C@H](C(=O)N1C[C@H]2CCC[C@@]2(N=c2cnc(F)c[nH]2)C1)n1cncn1,,,,,,ZINCpi000002KIVR,3
,,CCc1cc(Cl)cc(C(=O)N(C)CCN(C)C(=O)[C@H](O)C(F)F)c1,,,,,,ZINCoq00000jve5Z,3
,,CCC=CC(=O)N(C)CC[C@H](C)NC(=O)C(F)(F)c1nc(C)cs1,,,,,,ZINCoy00000gZAoh,3
,,CCOC(=O)C1(NC(=O)[C@@H](NC(=O)C[C@@H](C)SC)C2CCCC2)CC1,,,,,,ZINCpq00000mde07,3
,,CSC=CC(=O)N1C[C@@H](C)[C@@H](NC(=O)[C@H](C)Oc2ccccc2Br)C1,,,,,,ZINCpA00000eIQtv,3
,,CC(=O)N[C@H](C(=O)NC[C@H](C)NC(=O)c1nn(C)c(C)c1Cl)[C@H](C)O,,,,,,ZINCp500000VWi4s,3
,,CCOC(=O)C1(NC(=O)[C@@H](CNC(=O)C[C@@H](C)SC)C(C)C)CCC1,,,,,,ZINCpr00000mde01,3
,,CC=CC=CC(=O)NC1(COC)CN(C(=O)[C@H](OC)C(C)C)C1,,,,,,ZINCnh00000I6oLv,3
,,CC(C)[C@H]1CCCCN1N1CCN(c2ccc(Cl)cc2[N+](=O)[O-])CC1,,,,,,ZINCpH00000oJlUe,3
,,Cc1cnc(C(=O)N2C[C@@H](C)C[C@H](NC(=O)c3ccns3)C2)nc1,,,,,,ZINCol00000pFYao,3
,,C#CCNC(=O)CN1CCCN(c2ccnc(C(F)F)n2)CC1,,,,,,ZINCnc00000gXtMd,3
,,O=C(O)[C@]1(c2ccccc2)CCN(C[C@@H]2CC3(CCC3)CO2)C1,,,,,,ZINCnw00000mxBL4,3
,,Cc1cnc(C(=O)N2C[C@@H]3CCN(C(=O)CC4CC4)C[C@@H]3C2)nc1,,,,,,ZINCol00000pFYam,3
,,C=C(C)CC(=O)N1CCOC[C@H]1CN(C)C(=O)c1ccc(CC)cc1,,,,,,ZINCpv0000064JaC,3
,,COc1ccnc(CSc2snc(Cl)c2C#N)c1OC,,,,,,ZINCkD00000amOg3,3
,,CC(=O)N[C@H](C(=O)NC[C@H](C)N(C)C(=O)[C@H]1CN(C)C(=O)N1)[C@H](C)O,,,,,,ZINCp300000VWi4m,3
,,C#CCOC(=O)CNC(=NC[C@H]1CCOC1)NC1CCSCC1,,,,,,ZINCnc00000gXtWV,3
,,C#CCOCC(=O)N(C)C[C@@H](C)NC(=O)c1cccc(N)c1F,,,,,,ZINCnc00000gXuaG,3
,,CC(=O)N[C@H](C(=O)NC[C@H]1CCN1C(=O)c1nc(C)oc1C)[C@H](C)O,,,,,,ZINCp500000VWi3V,3
,,CNC(=O)C[C@H](C)NC(=O)C[C@H](C)CNC(=O)c1ccc(F)cn1,,,,,,ZINCoc00000HSAzH,3
,,C#CCN(C)[S@@](C)(=O)=NC(=O)c1cnccc1N1CCOCC1,,,,,,ZINCnc00000gXtbH,3
,,C[C@H](C(=O)N1C[C@H](C)[C@H](NC(=O)[C@H](C)CO)C1)c1ccc(C#N)cc1,,,,,,ZINCpi000002KIcL,3
,,CC[C@@H](C)OCC(=O)NC/C=C/CNC(=O)C1(F)CCC1,,,,,,ZINClk00000jRXgI,3
,,CC(=O)N[C@H](C(=O)N(C)CCOCCCNC(=O)[C@@H]1C[C@@H]1F)[C@H](C)O,,,,,,ZINCp500000VWi3C,3
,,Cc1c(O)ccc2c1OCCN(C(=O)NC[C@H]1C[C@H]1Cl)C2,,,,,,ZINCls00000cV0TA,3
,,CC1(CONC(=O)NCC#Cc2cccc(C(C)(C)C)c2)CC1,,,,,,ZINCnD00000itQul,3
,,CC(=O)N[C@H](C(=O)NC[C@H](C)NC(=O)CC1(O)CCOCC1)[C@H](C)O,,,,,,ZINCp400000VWi4u,3
,,O=C(N=[S@@](=O)(c1ccccc1)C(F)F)[C@@H]1CCn2ncnc2C1,,,,,,ZINCnr00000mxBKZ,3
,,CCC[C@@H]1CCCCN1N1CCN(C(=O)c2cc(C)cc(C)c2)CC1,,,,,,ZINCpG00000oJlUh,3
,,CC(=O)N[C@H](C(=O)NC[C@@H](CC(F)(F)F)NC(=O)C1CSC1)[C@H](C)O,,,,,,ZINCp500000VWi49,3
,,CC(=O)N[C@@H](C(=O)NCCCNC(=O)[C@@H]1C[C@@H](F)C(=O)N1C)C(C)C,,,,,,ZINCp500000VWi3z,3
,,CC(=O)N[C@H](C(=O)NC[C@@H](C)NC(=O)c1ccc(C#N)cn1)[C@H](C)O,,,,,,ZINCp500000VWi4p,3
,,C=C(C)CC(=O)N(C)CC[C@@H](C)NC(=O)CCCc1csc(C)n1,,,,,,ZINCoA00000gZAoc,3
,,C#CCNC(=O)CC(=O)N[C@H]1CCN(C(=O)C(C)(CC)CC)C1,,,,,,ZINCnc00000gXtJQ,3
,,CC[C@H](CO)N(C)c1c(Br)cnc2ccsc12,,,,,,ZINChC00000cu4gm,3
,,C=C(C)CC(=O)N1CC[C@H](NC(=O)COc2ccc(Cl)cn2)C[C@@H]1C,,,,,,ZINCpv0000064JG5,3
,,C[C@H](C(=O)N1CC[C@](CNC(=O)C2(O)CCC2)(C(C)(C)C)C1)N(C)C,,,,,,ZINCpi000002KGBd,3
,,CC(=O)N[C@H](C(=O)N(C)CCNC(=O)[C@@H]1Cc2ccccc21)[C@H](C)O,,,,,,ZINCp500000VWi3x,3
,,C[C@H](C(=O)N1C[C@@H](NC(=O)c2c[nH]nc2C(F)F)C(C)(C)C1)N(C)C,,,,,,ZINCpi000002KHnc,3
,,C[C@H](C(=O)N1C[C@H](CNC(=O)CN(C)C(N)=O)C[C@H]1C)c1ccsc1,,,,,,ZINCpi000002KIhs,3
,,C[C@@H](CCCO)CN(Cc1cn2ccnc2s1)Cc1ccnn1C,,,,,,ZINCov00000pehnm,3
,,CC(=O)N[C@H](C(=O)N[C@](C)(CNC(=O)c1cnco1)C1CC1)[C@H](C)O,,,,,,ZINCp500000VWi3r,3
,,CC(=O)N[C@H](C(=O)NC[C@@H](C)CN(C)C(=O)C[C@H]1CCCO1)[C@H](C)O,,,,,,ZINCp500000VWi4b,3
,,CN(CC(=O)N[C@H](CO)CC1CCC1)C(=O)C[C@H]1C[C@H]2CC[C@@H]1C2,,,,,,ZINCop00000FBJVV,3
,,CC(=O)N[C@H](C(=O)NC[C@@H](CO)CNC(=O)CN(C)C(C)=O)[C@H](C)O,,,,,,ZINCp300000VWi4w,3
,,C=C(C)CC(=O)N1CC[C@@](C)(CNC(=O)c2ccc3c(c2)NCC3)C1,,,,,,ZINCpv0000064Jq2,3
,,CCOC(=O)C1(NC(=O)[C@@H](NC(=O)[C@H]2CC=CCC2)C(C)C)CCC1,,,,,,ZINCpq00000mde08,3
,,C[C@H](C(=O)N1C[C@@H]2[C@@H](C[C@H]2Nc2ccc([N+](=O)[O-])cc2)C1)S(C)(=O)=O,,,,,,ZINCpi000002KI3S,3
,,C[C@H](C(=O)N1CC[C@](C)(NC(=O)C[C@H](O)CN(C)C)C1)c1ccsc1,,,,,,ZINCpi000002KGsM,3
,,C[C@H](CCCO)CN(Cc1cc(S(C)(=O)=O)co1)Cc1nccs1,,,,,,ZINCov00000pehna,3
,,C[C@H](C(=O)N1C[C@H]2CC[C@H]1CN2C(=O)C(C)(C)O)N1CCCCCC1,,,,,,ZINCpi000002KIYm,3
,,C#CCNC(=O)COC(=O)[C@]1(F)CCN(C(=O)OC(C)(C)C)C1,,,,,,ZINCnc00000gXtMA,3
,,Cc1c(O)cccc1CNC(=O)NC1CC2(CC(F)C2)C1,,,,,,ZINClx00000cV0TB,3
,,C[C@@H](NC(=O)c1cc(Br)n[nH]1)[C@@H](CO)NC(=O)[C@]1(F)CCCOC1,,,,,,ZINCo800000sHoTq,3
,,C[C@@H](NC(=O)[C@H]1CCC1(F)F)C1(O)CN(C(=O)CN(C)C2CC2)C1,,,,,,ZINCo800000sHoiC,3
,,C[C@H](C(=O)N1CC[C@](C)(NC(=O)CN2CCCCC2)C1)[C@@H]1CCOC1,,,,,,ZINCpi000002KGsf,3
,,C[C@H](C(=O)N1CC[C@]2(NC(=O)c3nncs3)CCC[C@@H]12)n1ccnc1,,,,,,ZINCpi000002KGSe,3
,,C=CCCC(=O)N(C)CC[C@@H](C)NC(=O)[C@@H]1CSc2ccccc21,,,,,,ZINCoB00000gZAoq,3
,,CNC(=O)C[C@@H](C)NC(=O)C[C@@H](C)CNC(=O)C=Cc1nccs1,,,,,,ZINCof00000HSAzK,3
,,CC(=O)N[C@H](C(=O)N(C)[C@H](C)CNC(=O)c1cn(C)nc1Br)[C@H](C)O,,,,,,ZINCp500000VWi4d,3
,,C=C(C)CC(=O)N1CC[C@@]2(CCN(C(=O)[C@@H](C)n3cc(Cl)cn3)C2)C1,,,,,,ZINCpv0000064JtE,3
,,C[C@H](CCCO)CN(Cc1c(F)cccc1F)C(=O)C1(CO)CC1,,,,,,ZINCou00000pehni,3
,,CC(=O)N[C@H](C(=O)NC[C@H](C)CNC(=O)Cc1ncoc1C)[C@H](C)O,,,,,,ZINCp500000VWi4f,3
,,O=C(c1cc2c(Br)cncc2s1)N1CC[C@@]2(CC(C(F)F)=NO2)C1,,,,,,ZINCoG000003Uoee,3
,,C[C@@H](NC(=O)c1c[nH]c(C#N)c1)c1cn([C@@H]2CCOC[C@H]2O)nn1,,,,,,ZINCo800000sHoMK,3
,,CC[C@@H](C)NC(=NCc1nncn1CC)NC(CF)CF,,,,,,ZINClk00000jRX9G,3
,,CN(CC(=O)N[C@H](CC(=O)N1C[C@H]2CC[C@@H]1C2)C(F)F)C1CCC1,,,,,,ZINCom00000FBJVL,3
,,CC(=O)N[C@H](C(=O)N(C)CCNC(=O)/C=C/[C@H]1CCCN1C)[C@H](C)O,,,,,,ZINCp500000VWi3v,3
,,CSC=CC(=O)N1CCSC[C@H]1CCNC(=O)c1cc(Br)cnc1C,,,,,,ZINCpA00000eIQ4q,3
,,Cc1cnc(C(=O)N2C[C@@H](C)[C@@H](NC(=O)C3C[C@H]4C[C@@H]4C3)C2)nc1,,,,,,ZINCok00000pFYap,3
,,C[C@H](CCCO)CN(Cc1cnc2c(c1)CCO2)C(=O)C(C)(C)F,,,,,,ZINCov00000pehnn,3
,,CCc1cc(Cl)cc(C(=O)N(C)CCNC(=O)C(F)(F)COC)c1,,,,,,ZINCot00000jve61,3
,,CSC=CC(=O)N1CC[C@H]2[C@@H]1C[C@H]2NC(=O)c1cc(Br)c([N+](=O)[O-])s1,,,,,,ZINCpA00000eIQpk,3
,,COC[C@H](C)n1cc(C[C@H](O)C(=O)N2CCCC[C@H]2C)nn1,,,,,,ZINCmd000010ty0c,3
,,Cc1c(O)ccc2c1OCCN(CC13CCC(CC1)N3)C2,,,,,,ZINClr00000cV0Tx,3
,,C=C(C)CC(=O)N1CC[C@](CCOC)(NC(=O)[C@@H]2CC[C@H]3C[C@@H]3C2)C1,,,,,,ZINCpv0000064JTr,3
,,C[C@@H](NC(=O)[C@H]1C[C@@H]1C(F)(F)F)C(C)(C)NC(=O)Cn1ncnn1,,,,,,ZINCo800000sHozA,3
,,C[C@H](CCCO)CN(CC1[C@@H]2CCC[C@@H]12)C(=O)[C@@H]1[C@H]2CCOC[C@H]21,,,,,,ZINCov00000pehnl,3
,,CC(=O)N[C@H](C(=O)NC[C@H](C)NC(=O)c1cccc(F)c1F)[C@H](C)O,,,,,,ZINCp600000VWi4o,3
,,CC[C@@H](C)NC(=NCCCC(F)F)NC[C@H]1COC(=O)N1,,,,,,ZINClk00000jRWTC,3
,,CN(CC(=O)N[C@H](CO)CC(C)(C)C)C(=O)[C@H]1C[C@H]2C=C[C@@H]1CC2,,,,,,ZINCop00000FBJVZ,3
,,CN(CC(=O)N[C@H](CNC(=O)[C@H]1C[C@](C)(F)C1)C1CC1)C1CCC1,,,,,,ZINCom00000FBJVT,3
,,CCc1cc(Cl)cc(C(=O)N[C@@](C)(CO)CNC(=O)C[C@H](C)F)c1,,,,,,ZINCos00000jve65,3
,,C[C@H](C(=O)N1C[C@@H](NC(=O)[C@@H]2CCCN2C)[C@H](C)C1)c1cccnc1,,,,,,ZINCpi000002KHk2,3
,,CCOC(=O)C1(NC(=O)[C@@H](NC(=O)c2ccoc2Cl)C(C)(C)C)CC1,,,,,,ZINCps00000mde04,3
,,CCC(=CC(=O)N(C)CC[C@@H](C)NC(=O)[C@@H]1CC(C)(C)CO1)CC,,,,,,ZINCoz00000gZAok,3
,,O=C(NS(=O)(=O)c1ccccc1)N1CCC([C@@H]2CC2(F)F)CC1,,,,,,ZINCnu00000mxBL1,3
,,COc1ccnc(CSC/C=C/c2ccc(Cl)cc2)n1,,,,,,ZINCkK00000amOg7,3
,,CC(=O)N[C@H](C(=O)N(C)[C@@H]1CCN(C(=O)C(F)=CC2CC2)C1)[C@H](C)O,,,,,,ZINCp700000VWi41,3
,,C#CCOCC(=O)N1CCC[C@@H]1CNC(=O)c1oc(C)nc1C,,,,,,ZINCnc00000gXuZv,3
,,Cc1cnc(C(=O)N2C[C@@H]3C[C@H](C2)CN3C(=O)C[C@H](C)O)cc1C,,,,,,ZINCoh00000pFYaf,3
,,CSC=CC(=O)N1CC[C@@H](NC(=O)Cc2cc(Br)ccc2F)[C@H](F)C1,,,,,,ZINCpA00000eIQ8B,3
,,CC(=O)N[C@H](C(=O)N(C)[C@@H](C)CCNC(=O)C=CC=C(Cl)Cl)[C@H](C)O,,,,,,ZINCph00000VWi48,3
,,CSC=CC(=O)N1C[C@H](C)C[C@@H](NC(=O)c2nn(C(C)C)cc2Br)C1,,,,,,ZINCpA00000eIQDL,3
,,CC(=O)N[C@H](C(=O)NC[C@H](C)CNC(=O)CCCC(F)(F)F)[C@H](C)O,,,,,,ZINCpa00000VWi4g,3
,,CC(=O)N[C@H](C(=O)NC[C@H]1C[C@@H](O)CN1C(=O)[C@@H](C)N(C)C)[C@H](C)O,,,,,,ZINCp300000VWi3U,3
,,C[C@@H](NC(=O)[C@H]1COC(=O)O1)C1CCN(C(=O)C(C)(C)CO)CC1,,,,,,ZINCo800000sHovY,3
,,CC(=O)N[C@H](C(=O)NC[C@@](C)(O)CNC(=O)c1cocc1Br)[C@H](C)O,,,,,,ZINCp500000VWi3D,3
,,Cc1c(O)ccc2c1OCCN(C(=O)Cc1ccsn1)C2,,,,,,ZINClr00000cV0Tz,3
,,O=C(c1cc2cc(Br)cnc2s1)N1CC[C@@]2(CC(C(F)F)=NO2)C1,,,,,,ZINCoG000003Uohr,3
,,CC[C@@H](CO)NCc1cc(Br)cc2nn(C)cc12,,,,,,ZINCir00000cu4gq,3
,,CC(=O)N[C@H](C(=O)NC[C@@H](F)CNC(=O)c1cncc(Cl)c1)[C@H](C)O,,,,,,ZINCp500000VWi4y,3
,,CCOC(=O)C1(NC(=O)N2CC[C@@H](c3cncc(OC)c3)C2)CCC1,,,,,,ZINCpq00000mde0k,3
,,O=C(NOCc1ccc(Cl)cc1)c1cnc(O)c2c1CCCN2,,,,,,ZINCnw00000mxBKW,3
,,CC(=O)N[C@H](C(=O)NC[C@H](C)CN(C)C(=O)[C@@H]1CCCN1C)[C@H](C)O,,,,,,ZINCp500000VWi4c,3
,,CC(=O)N[C@H](C(=O)NCCCNC(=O)[C@H]1CCCCNC1=O)[C@H](C)O,,,,,,ZINCp400000VWi3y,3
,,CSC=CC(=O)N1C[C@@H](CNC(=O)c2c(F)cncc2Br)C(C)(C)C1,,,,,,ZINCpA00000eIQuw,3
,,CCOC(=O)C1(NC(=O)N2CCC(C(C)(C)C(=O)OCC)CC2)CC1,,,,,,ZINCpq00000mde0j,3
,,C[C@@]1(CONC(=O)NC[C@H]2CCc3c(Br)cccc32)CCCO1,,,,,,ZINCnC00000itQuo,3
,,C#CCOCC(=O)N(C)[C@@H]1CCC[C@@H](NC(=O)CC(C)(C)O)C1,,,,,,ZINCnc00000gXukc,3
,,CCOC(=O)C1(NC(=O)[C@@H](NC(=O)[C@H]2CCCCS2)C(C)C)CCC1,,,,,,ZINCpq00000mde09,3
,,CC(=O)N[C@H](C(=O)NC[C@H]1CCN(C(=O)[C@H](F)CC2CC2)C1)[C@H](C)O,,,,,,ZINCp500000VWi43,3
,,Cc1cnc(C(=O)N2C[C@H](NC(=O)c3cnc(C)s3)C[C@H]2C)nc1,,,,,,ZINCol00000pFYaz,3
,,CC[C@@H](C)OCC(=O)N[C@@H](C)CNC(=O)c1cc(Br)no1,,,,,,ZINClk00000jRXlf,3
,,CC(=O)N[C@H](C(=O)NC[C@@H]1CC[C@@H]1NC(=O)C=CC=C(Cl)Cl)[C@H](C)O,,,,,,ZINCpd00000VWi3I,3
,,C[C@H](C(=O)N1C[C@H]2CC[C@H]1CN2C(=O)c1c(N)cnn1C)C1CCC1,,,,,,ZINCpi000002KJ2z,3
,,CC(=O)N[C@H](C(=O)NC[C@@H](CO)NC(=O)c1occc1F)C(C)(C)C,,,,,,ZINCp700000VWi4x,3
,,C#CCCC(=O)N(C)CC[C@H](C)NC(=O)[C@H]1C[C@H]2CCC[C@H](C2)C1,,,,,,ZINCoz00000gZAon,3
,,C[C@H](C(=O)N1C[C@@H](NC(=O)[C@H]2CCCOCC2)CC2(CC2)C1)N(C)C,,,,,,ZINCpi000002KHm5,3
,,C[C@@H](CCCO)CN(CC1CCSCC1)C(=O)[C@H](O)CC(F)(F)F,,,,,,ZINCow00000pehn9,3
,,Cc1cnc(C(=O)N2C[C@@H](F)C[C@H]2CNC(=O)CCC(F)F)nc1,,,,,,ZINCok00000pFYar,3
,,C=C(C)CC(=O)N1CCOC[C@H](CNC(=O)c2c(Cl)cncc2Cl)C1,,,,,,ZINCpv0000064Ja6,3
,,CCc1cc(Cl)cc(C(=O)NC[C@@](C)(NC(=O)[C@@H](C)O)C2CC2)c1,,,,,,ZINCos00000jve63,3
,,CCCCC(=O)N(C)CC[C@@H](C)NC(=O)C(C)=Cc1cccnc1,,,,,,ZINCoA00000gZAob,3
,,C[C@H](CCCO)CN(CC1[C@@H]2CCC[C@@H]12)C(=O)C1(CN(C)C)CC1,,,,,,ZINCow00000pehnk,3
,,CC[C@@H](C(=O)Nc1snc2c1CCC2)C(C)C,,,,,,ZINChC00000cu4gi,3
,,O=C(Oc1cccc2c1OC(F)(F)O2)c1cc2n(n1)C[C@H](F)C2,,,,,,ZINCnt00000mxBL8,3
,,CC(=O)N[C@H](C(=O)NC[C@H]1CCN(C(=O)Cc2cc[nH]n2)C1)[C@H](C)O,,,,,,ZINCp400000VWi3Z,3
,,CN(CC(=O)N[C@@H](CC(=O)N[C@@H]1CCC[C@H]1CF)C1CC1)C1CC1,,,,,,ZINCom00000FBJVP,3
,,CSC=CC(=O)N1CC[C@H](NC(=O)c2c(N)ccc(Br)c2F)[C@@H](C)C1,,,,,,ZINCpA00000eIQkp,3
,,CC[C@@H](C)[C@@H](O)C(=O)N[C@@H]1C[C@@H]1CNC(=O)C(C)(C)CC,,,,,,ZINClk00000jRXDh,3
,,CSC=CC(=O)N1C[C@H](C)O[C@H](CCNC(=O)c2c(Cl)nsc2Cl)C1,,,,,,ZINCpA00000eIQEm,3
,,CSC=CC(=O)N1CC[C@@](CF)(NC(=O)Cc2cc(F)cc(Br)c2)C1,,,,,,ZINCpA00000eIQea,3
,,C=C(C)CC(=O)N1CC[C@](C)(NC(=O)[C@H]2CCCc3ncccc32)C1,,,,,,ZINCpv0000064JSG,3
,,CCc1cc(Cl)cc(C(=O)NCCCNC(=O)c2cn(C)cn2)c1,,,,,,ZINCor00000jve60,3
,,CCc1cc(Cl)cc(C(=O)NC[C@@H]2CCCC[C@@H]2NC(=O)CO)c1,,,,,,ZINCot00000jve66,3
,,C#CCOC(=O)CNC(=NC[C@H]1CCOC1)NCC1(F)CCC1,,,,,,ZINCnc00000gXtWW,3
,,CNC(=O)C[C@@H](C)NC(=O)C[C@@H](C)NC(=O)c1c[nH]nc1C1CC1,,,,,,ZINCoa00000HSAzS,3
,,COc1ccnc(CSc2sc(C#N)cc2Cl)c1OC,,,,,,ZINCkJ00000amOg2,3
,,C[C@@H](NC(=O)[C@H]1CNC(=O)C1)C(C)(C)NC(=O)c1cnn(C)c1Cl,,,,,,ZINCo800000sHove,3
,,CN(CC(=O)N[C@@H](CO)CC1CCC1)C(=O)[C@@H]1C[C@H]2C=C[C@@H]1CC2,,,,,,ZINCon00000FBJVW,3
,,C#CCOCC(=O)N1CC(N(C)C(=O)c2ccccc2NC)C1,,,,,,ZINCnc00000gXuCZ,3
,,CC(=O)N[C@H](C(=O)N[C@@](C)(CNC(=O)CCC(F)F)C1CC1)[C@H](C)O,,,,,,ZINCp900000VWi3u,3
,,C=C(C)CC(=O)N1CCN([C@H]2CCN(C(=O)CCCC(C)C)C2)CC1,,,,,,ZINCpv0000064J8K,3
,,C=CCOc1ccc(CNC(=O)[C@H]2C[C@@H]2C2CCCC2)cc1,,,,,,ZINCmG000002hvqC,3
